username,timestamp,likes,komentar
sugeng_dallu_00,15/5/2026, 15.03.06,0,"Pak hakim ini gimana sih, La wong kasus pak Nadim sepele sekali, wong cuma selisih harga dari 600 M menjadi 2 T aja kok di vonis 18 thn, harusnya cukup di hukum percobaan aja biar pak Nadim kapok, sy marah Lo sama pak hakim."
niniksuparnik,15/5/2026, 15.01.39,0,"🙏🙏🙏🙏🙏😭😭😭😭😭"
niniksuparnik,15/5/2026, 14.59.48,0,"Jgn sakit hati pak iklaskan bikin happy saja dan ikuti alurnya ,,jgn sampai sakit pak jga kesehatanmu,,tangan Tuhan pasti menolongmu ,,semoga yg menzolimi BPK akan di sadarkan dgn caranya doaku selalu untukmu Pak,saya TDK pernah kenal dgn BPK TPI saya tahu BPK orang benar"
zea_prist,15/5/2026, 14.50.09,0,"Yg 271T masa ganti ny lebih sedikit🥴"
ramzz___pratama87,15/5/2026, 14.47.50,1,"negara sakit emang anjg"
igbambangtrihandono,15/5/2026, 14.44.09,0,"🔥 pak"
bawat_the_hell,15/5/2026, 14.15.44,0,"Tuhan tolong pak Nadim"
hatta_nazabir,15/5/2026, 14.10.59,0,"kalo menurut saya, sebenernya saat ia menjabat menjadi mentri pendidikan programnya di sabotase oleh siapa lah yang tidak suka rakyatnya pintar, seperti kurikulum merdeka kemarin, kita di perlihatkan oleh buzzer bawasannya kurikulumnya jelek dan mungkin emang jelek karena ada sabotase oleh pihak yang tidak bertanggung jawab,sehat selalu orang orang yang tetap mau berusaha untuk memperbaiki sistem pemerintah"
cantiku643,15/5/2026, 13.59.54,0,"Ya allah pak 😭😭😭😭😭💔💔💔💔"
mindydomitilla,15/5/2026, 13.56.44,0,"KARNA BAPAK NGADAIN CHROME BOOK GA SETORAN KE DPR ATOPUN PEJABAT LAINNYA. APALAGI BAPAK GAPUNYA PARTAI.. YA GITULAH PAK."
merrykristina8,15/5/2026, 13.53.06,0,"😢"
rahmatsambora16,15/5/2026, 13.50.56,0,"Berarti anda bersekongkol korupsi 18th terlalu ringgan itu..."
os3ch3e,15/5/2026, 13.49.48,0,"hukum e gak masuk akal"
edosoedadjat_btl75,15/5/2026, 13.32.28,0,"Ini salah satu pemiskinan koruptor bukan sih? 🙏"
pionrace,15/5/2026, 13.31.13,0,"Anda tdk mau omong uang neg 5 T kau larikan kemana ..."
riyan.feri,15/5/2026, 13.30.32,0,"Lah harusnya koruptor d hukum mati.."
muwardiw,15/5/2026, 13.17.56,0,"Karna kmu koroptor hukuman nya harus berat dan di miskinkan"
wahyonomaria,15/5/2026, 13.17.41,0,"Tututannya tidak masuk akal"
coffee_bing88,15/5/2026, 13.08.47,0,"Semua pemandu gojek sila buat demonstrasi utk bapak ini"
ghiffari.dzikra,15/5/2026, 13.02.16,0,"Yg keracunan makanan diperiksa ga dapurnya?"
ceriitanya,15/5/2026, 13.02.04,0,"Karena kalau bapak bebas.. ntr ketahuan kebusukannya pak.. jd bapak harus diem di penjara biar mereka aman"
heridaplun.purnomo,15/5/2026, 12.55.44,0,"Saat jd mentri diam..... Sekarang buka aja semua biar rakyat tau siapa sebenarnya yg paling korupsi"
irvantholep,15/5/2026, 12.52.22,0,"Indonesia bung,, yg tk bersalah bisa jadi tersangka"
surosojoko789,15/5/2026, 12.49.43,0,"Semoga pak nadhim di lindungi Allah,semoga orang"" yang memfitnah di segerakan azabnya ya Allah Al fatekah"
beniyrenggana,15/5/2026, 12.46.04,0,"Semoga Alloh yg akan memutuskan hal ini sabar pa serahkan sepenuhnya  pada yg kuasa rakya sudah tau semuanya..."
