username,timestamp,likes,komentar
donyherlmbg,17/2/2026, 07.29.17,0,"Bawahan2 anda juga bisa kena fitnah pak. Bapak aja kena fitnah, gimana yg bawah lebih kena lagi. Kasihan mereka. Bapak bebas maka mereka juga harus bebas dong pak"
aan_mangin,17/2/2026, 07.14.54,0,"I know this man wasn't guilty"
monacx_ska,17/2/2026, 05.13.39,0,"percaya dah MBG kasusnya juga bikin ruwet ....😂"
maleo_wallacea,17/2/2026, 04.20.20,0,"Sebelum bapak masuk itu sdh biasa berarti."
theodorus_pito,17/2/2026, 01.41.03,0,"Semoga kebenaran akan terbuka"
febryjpras,16/2/2026, 22.58.17,0,"Kalo sampe nadim ditahan sedangkan penerima tidak jujut janggal banget sih, udah jelas jelas penerima mengaku dan mengembalikan kalo hanya menera dan dikembalikan saja tanpa hukuman dan yg dihukum orang yang tidak menikmati uangnya itu harus dipermasalahkan"
arman.r09,16/2/2026, 19.25.02,0,"Anjaayy yg dijadiin tumbal bosny lngsung 🤣"
noninainggolan,16/2/2026, 18.49.09,0,"Pemimpin yang jujur dan berintegritas pasti diberkati.. Tuhan selalu buka jalan untuk orang benar pak Nadiem.💪😇"
hmsgaraki,16/2/2026, 18.06.04,0,"Terorganisir"
caturhbt,16/2/2026, 17.47.07,0,"Kok yg pada menyerahkan tidak di tersangka kan ya"
itsmeer02_,16/2/2026, 14.45.26,0,"Hidup jok***an**n*"
saibot898,16/2/2026, 14.16.52,0,"Prof anhar sudah menjelaskan, korupsinya beliau itu bukan nyolong duit, tapi kongkalingkong sama google utk pengadaannya.. abuse of power juga termasuk tindak pidana korupsi, salah ambil kebijakan juga termasuk korupsi"
bedbedin,16/2/2026, 10.46.51,0,"Anak buahe memang dlogok 😂😂😂😂 Jadi ngerti kan, ada beberapa atasan yg baik tapiiii anak buahe kyok kontol"
ir.chozin.alfarezi,16/2/2026, 09.25.48,0,"Bagi2 tender ,bagi2 proyek....,dana dari pusat utuh begitu turun aliran dana loncat dari makelar ke makelar yg notabenya pejabat itu sendiri,dan hingga sampai bawah (pelaksana proyek)  aliran tinggal sedikit ......hal kaya gtu sudah seperti hal yg umum  di negri ini.....🤣🤣🤣"
jamalfaiz,16/2/2026, 08.56.14,0,"Maling teriak maling 😂"
massskiip,16/2/2026, 08.27.16,0,"Jd intinya pak nadim ini jd tersangka korupsi tp yg korupsi bawahanya gitu??"
eric.gazali,16/2/2026, 07.57.06,0,"Semoga segera terselesaikan masalahnya. di terangkan jalan kebenarannya. Dan cepat di bebaskan"
guru_dede,16/2/2026, 07.40.21,0,"Sistem nya sudah kacau"
andygibonk,16/2/2026, 07.39.33,0,"Tangkap semua menerima"
dhipradipto,16/2/2026, 07.20.50,0,"Berita yang ngga akan ada di GNFI"
_hoera_,16/2/2026, 07.20.02,0,"wkwkwkwkw liat nominalnya geleng geleng, kecil banget🤣🤣🤣"
andhi_elshirazy,16/2/2026, 06.27.43,0,"Vendor yang coba mnyogok ngasih gratifikasi ya"
digbick56,16/2/2026, 06.26.07,0,"Nama2 nya nama miskin semua gitu 😂😂😂😂 pantesan 😂😂😂😂😂"
budiprwt27,16/2/2026, 03.36.00,0,"Ya mmg semua proyek pemerintah mmg demikian lah prosesnya, SDH TDK kaget. Markup dr swasta dan gratifikasi"
acb_yoman_ajah,16/2/2026, 01.14.42,0,"Ane rasa penghuni neraka nanti mayoritas pejabat dari konoha 😂😂😂😂"
julysa.ahmad,16/2/2026, 00.07.57,0,"Urusan pendidikan dipersulit giliran urusan gula langsung dibantu, terimakasih pak gemoy"
pakesit_,15/2/2026, 22.43.54,0,"Bdjingannnnnnnnn"
riianamr,15/2/2026, 20.16.05,0,"apakah tergolong pembiaran ? kelalaian ? ketidaktahuan faktual ?"
citra.altrisna,15/2/2026, 20.14.21,0,"Bagi2 rejeki😂"
phillipschan82,15/2/2026, 12.43.19,0,"😮😢"
anisadwi.ly,15/2/2026, 09.25.45,0,"PECAATTTTTT PNS KAYAK GITUUU"
candra.yudhatama,15/2/2026, 08.45.27,0,"Bhinneka udah abis daur cuan nya.. nowdays, udah bukan waktunya mereka lagi.."
tinkertap,15/2/2026, 08.01.11,0,"Itu cuma recehan dari korupsi sebenarnya?"
mompaalwibi,15/2/2026, 06.47.03,0,"Sangat yakin bapa bebas"
slem_santoso92,15/2/2026, 06.42.25,0,"Biasa proyek jajaran pemerintah y seperti itu tdk jauh akan korupsi 🔥👏 intinya semua pejabat seperti itu dari tingkat desa Sampek pemerintah pusat"
adriwidya,15/2/2026, 06.18.19,0,"Niatnya mau jebak pak Nadiem, ga taunya kebalik sendiri... tikus2 di semua departemen pemerintahan masih bercokol, mau pimpinan/menterinya bagus, klo tikus2 ga diberantas ya begini ini, kongkalikong korupsi berjamaah."
ozyalbahar_,15/2/2026, 05.28.28,0,"Ada hasbi om @chantoniy 😂"
djnx.eo,15/2/2026, 04.51.51,0,"""Ada rejeki"" 😂😂😂"
stpamungkas,15/2/2026, 02.02.58,0,"Semua kalau udah main tender vendor satu sama lainnya,  otamatis  vendor yang menang bakal ngasih Fee ke yg nentuin vemdor itu menang. Udah bukan rahasia lagi soal begitu"
fahmiiqbal6997,15/2/2026, 01.59.40,0,"Kenpa harus ngeri? Kan normal. Sekarang sudah berapa orang diantara mereka yang ditangkap?"
raffzam,15/2/2026, 01.24.32,0,"Biasa korup pejabatny yg di tangkep salah😢"
akrom.tomo,14/2/2026, 23.16.36,0,"ASN lagi 😂"
sugihartoko,14/2/2026, 20.24.02,0,"penyakit kronis..."
gans____________,14/2/2026, 18.49.23,0,"Program SMK PK harusnya diusut juga"
mariawahyuni1791,14/2/2026, 16.03.04,0,"Kasihan nadiem😢"
saefulloh_ok,14/2/2026, 16.00.43,0,"Mana yg masuk ke @nadiemmakarim ?? Dialiran itu tdk ada nama dia🙈... kalau anak buah mah ya biasa begitu dan anehnya yg ditangkap hanya nadiem yg pada nerima masih bebas??? Sungguh janggal"
momfiraraffa,14/2/2026, 13.16.28,0,"Waw  nunggu yg kasus korupsi dana haji👏👏👏"
inside.ima,14/2/2026, 12.23.29,0,"itu nilainya kecil2 semua yg dibuka 😂😂 total proyek kan 9,9 triliun hampir 10 triliun, nah yg untung sampai lets say at least 5 triliun masuk kantong siapa kok gak dibuka? 😂😂 udah pasti itu at least 5 triliun masuk kantong Jokowi dan Luhut atau bahkan lebih bisa jadi sampai 7 triliun atau 8 triliun masuk ke Jokowi cs lah"
marsudam,14/2/2026, 11.47.25,0,"Yungalah Gustii....ni orang knp ga pd takut sm Tuhan katanya negara berTuhan."
darwis68,14/2/2026, 11.12.13,0,"Tdk ada salah bawahan, sebagai pemimpin konsekwensinya adalah tanggung jawab dan selesaikan dengan bijak 🙏"
icanhunter,14/2/2026, 09.25.51,0,"kebenaran pasti nya akan menang🔥❤️🙏"
bayu68,14/2/2026, 08.46.46,0,"Justru karena tidak terima makanya jadi tersangka?"
hauw_tan,14/2/2026, 08.33.34,0,"Dpt 5m.msk penjara aja. Ngapain dikembalikan. 😁"
farhanyuanditra18,14/2/2026, 08.23.07,0,"sekelas nadiem makarim uang 5M itu cuma numpang lewat doang🗿"
dmssahab11,14/2/2026, 08.04.30,0,"saat hujatan itu bagai pisau pisau besar menghujam alhamdulillah saya 1 dari sekian banyak orang yg gak percaya . Allah sebaik baik nya penolong ."
frans1986appleid,14/2/2026, 06.20.54,0,"Kemana nama2 itu semua sekarang"
ajibudisaputro,14/2/2026, 06.13.26,0,"Dr partai mana aja ya itu?"
dlailahara,14/2/2026, 05.00.40,1,"Jangan takut spek up.. jokowi luhut Setoran Uang Terbesar ke @jokowi @luhut Koruptor Rakus Serakah Perusak Bangsa Kita Indonesia #Makzulkan fufufafa gibran #Tangkap dan hukum Mati sita semua aset2 dan Uang Negara yang DiJarah mereka ini #Indonesialebihbaik"
hotman.fariz,14/2/2026, 03.53.30,0,"kasian wahyu 😢 paling dikit wkwkwkw"
dra_one23,14/2/2026, 02.34.55,0,"Itumah emang udah biasa berarti di lingkungannya, cuman pas apes aja Nadiem, dan mungkin gak ikutan makanya kena, emang semua dilembaga korupsi semua, manusia manusia sok suci, padahal kelakuan kayak setan"
mas.viqi,14/2/2026, 02.08.02,0,"Semoga mulai dari sini bobroknya korupsi di kementrian pendidikan dari zaman lama bisa selesai sekarang"
danjoisme,14/2/2026, 01.02.37,0,"Apapun keputusan persidangan nantinya, yang jelas Nadiem sudah menjadi salah satu tokoh besar dalam dunia IT Indonesia yang berjasa besar untuk jutaan atau bahkan puluhan juta lapangan pekerjaan. Saya percaya ada banyak sekali keluarga yang terbantu secara ekonomi lewat Gojek besutan beliau. Nadiem harus mendapatkan perlakuan adil karena masa depan serta kunci kepercayaan investor untuk percaya terhadap produk/layanan/jasa digital karya anak bangsa ini ada dalam putusan pengadilan nanti."
yudin_saqif,14/2/2026, 00.42.43,0,"PICIK PENGELOLA NEGRI INI CUY"
shintiawatipandi,14/2/2026, 00.05.07,0,"Sudah biasa yg seperti ini Mas Mentri, semoga ini dapat menjadi contoh kasus dari realitas pengadaan pelat merah di negeri ini…🙏🏻"
andre_bedee,14/2/2026, 00.00.04,0,"Busukkkk lingkup A ES EN KERJA MALES TAPI MAU HIDUP ENAK DAN PUNYA DUIT BANYAK YA MENTAL KORUP JADINYA …KERJAAAA😂"
yukesr,13/2/2026, 23.36.31,0,"🇮🇩🇮🇩🇮🇩😇 🙏 😇🇮🇩🇮🇩🇮🇩"
sahrulhanari,13/2/2026, 22.55.29,0,"dengan adanya pengembalian dana, bukan berarti lepas dari proses / jerat hukum !!!"
ysf_rmdani,13/2/2026, 21.52.53,0,"Takbir, ornag baik selalu ada jalan menuju kebaikan. 🔥🔥 semangat pak"
vico.wenas,13/2/2026, 21.52.28,0,"Kayanya perlu ditampilin deh foto2 mereka"
asmaradhanang,13/2/2026, 18.39.18,0,"Kek ga asing semua nama-namanya...bagi orang kabupaten yg sering masuk gedung itu 😢"
ngelas_ak,13/2/2026, 18.18.24,0,"Yang makan duit siapa yg ditangkap Nadiem, hadeeeh pantesan MSCI nyerah, Moody menurunkan peringkat, Indonesia masuk serikat negara-negara Afrika aja lah. Ancorrrr 😂"
dwi_bila,13/2/2026, 17.41.28,0,"Ketika anak buah bisa kong kali kong d belakang pimpinannya.. agak sus c.."
tretno,13/2/2026, 17.30.02,0,"Astagfirullah"
arkancing,13/2/2026, 17.00.17,0,"@abiivanoo"
pemburusertifikat,13/2/2026, 14.59.40,0,"Mariana Susy Anjeng lu yg bikin menteri kesayanganku dipenjara goblok!"
pemburusertifikat,13/2/2026, 14.58.21,0,"gila.. pantes aja pejabat2 resek itu gapernah miskin. Lu hidup enak ongkang2 ngopi2 cantik di kantor. sementara realita di lapangan gak pernah beres...."
jeffarious,13/2/2026, 13.53.26,0,"@official.kpk what a shame"
peri_sensei_11,13/2/2026, 13.19.26,0,"Bebaskan pak nadiem 🙏"
tri_kanthi,13/2/2026, 13.07.53,0,"Praktek spt ini di kemendikbud sdh dr dulu... Tetangga saya byk org dikbud, kaya bgt... 🤑"
d3wi3_metty,13/2/2026, 13.03.32,0,"Allah maha melihat dan tidak tidur …"
4luuck_,13/2/2026, 12.26.13,0,"Trus kenapa yg dipenjara pak nadiem.. hermaan"
rafano2618,13/2/2026, 11.20.50,0,"Dimane2 juga begituuuuuuu. . Ente.  Anak buah kan oengen sejahtera. Yg rakyat biasa aja pengen sejahtera."
syaefulmaruf93,13/2/2026, 11.07.52,0,"Sakit bener2 sakit ini negara, pejabat sakit negeri sakit neraka jahanam paling bawah buat kalian pejabat2 korup amiinn"
denmas.joe,13/2/2026, 10.34.52,0,"Orang² kontl, kapan sehat negeri ini"
noisetile,13/2/2026, 10.32.04,0,"Bahaya laten banyak antek² solo genk menyusup dilingkaran pemerintahan"
prabu_salyaa,13/2/2026, 10.23.49,0,"PRET !!!! NADIEM INI PENGUSAHA. OTAK DIA CUAN ISINYA. 1000%"
fikrisyafikri,13/2/2026, 09.46.01,0,"apanya yg ngeri, udah biasa lah kayak gitu, yg ngeri itu kalo pejabat nya jujur, kalo yg model kayak gini, ketawain aja"
maxreg1301,13/2/2026, 09.00.15,0,"Saran buat jaksa nih ya... mnding amankn dulu deh yg 12 org itu mintai keterangan apa menteri jg dpt bagian gk.. kalo menteri pn jg gk tau san gk terima uang kok bs cm dia aja yg ditahan... yg fair dong... menteri punya program tp yg melaksanakan teknisnya kn jajaran dibawahnya"
mayumipuspita,13/2/2026, 08.49.52,0,"sebeanrnya indonesia kaya ya, kalau gak ada yang korupsi"
abunanes,13/2/2026, 08.35.50,0,"Semoga bisa berlebaran di rumah mas Menteri..."
muhammad.pawit,13/2/2026, 08.31.41,0,"gila ya.. sekelas nadim aja bisa dijadiin tumbal.. sungguh jahanam lah tempat yg pantas buat para koruptor"
dikausman_,13/2/2026, 08.13.18,0,"Indonesia ku kaya.. tapi tidak warganya. Ga usah kagum liat pejabat naik mobil mewah. Doakan saja itu hasil kerja keras bukan merampok negara"
rivroh,13/2/2026, 08.10.06,0,"Nadiem nya dapat berapa ? Sampe jadi tersangka utama 🥲"
evo_ghaza,13/2/2026, 06.56.03,0,"Giliran org jujur mau bangun negara malah di jebak oleh manusia serakah. Semangt pak Nadiem kebenaran akan selalu menang...🔥"
edhienat,13/2/2026, 06.08.21,0,"Semangat Mas Menteri @nadiemmakarim"
mrs.tlflo,13/2/2026, 03.16.05,0,"🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️ owaaalaaa maling berjamaah"
feruchadee,13/2/2026, 02.37.34,0,"ga relaaaa asliii"
jogjaflorist.studio,12/2/2026, 23.05.32,0,"Ngeri betul yang ditumbalkan malah pak ex menteri. Ngeri emang konoha ini"
rinnyuntu,12/2/2026, 22.52.21,0,"omgggggg"
endah_wied,12/2/2026, 22.33.45,0,"Itu pasti orang2 lama yang menerima...sudah terbiasa bermain"
endah_wied,12/2/2026, 22.32.58,0,"Semoga lekas bebas pak @nadiemmakarim"
fitriwahyunimndsr,12/2/2026, 21.30.31,0,"Idih eh idiiih, ampun orang jahat2 bgt"
taufikhidayat7151,12/2/2026, 21.08.49,0,"Nih selevel dia baru berapa taun megang jabatan menteri kan, jd klo aer putih di cemplungin ke gelas Kotor ya aernya jadi apaan tuh😂😂😂😂"
iam_300998,12/2/2026, 20.03.16,0,"Begitulah indonesia, hukumnya tidak jelas, terlalu absurd."
nana.sury,12/2/2026, 19.44.32,0,"Jadi percuma kan punya menteri yang bener kalau ke bawahnya ga bener susah 😢"
alys.hael,12/2/2026, 19.41.59,0,"Staff nya pelit bgt sampe gaji udh UMR lebih dari bonusan dll itu, sehingga ga mampu belikan anak lapi"
steph_aja,12/2/2026, 19.29.39,0,"sudah waktuny berlakukan seperti di CHINA, hukum mati sekeluarga biar pada kapok kalau menjadi penghianat melukai satu bangsa!"
ecko_novyanto,12/2/2026, 18.21.47,0,"Pak Nadiem tdk merugikan negara malah di jebak. Giliran kereta cepat Woossshhh  merugikan 97 tahun Negara malah di puja"" orangnya. Miris ini negara😢"
kesambetjengkol,12/2/2026, 18.16.29,0,"7000 usd ✡️"
pujastini,12/2/2026, 18.12.35,0,"Kasian pak nadiem jd korban"
rwaluyo66,12/2/2026, 18.05.01,0,"Yang diurus uang kecil"
bidanhypnobirthing_bekasi,12/2/2026, 17.57.56,0,"Gilaaaaak kementrian pendidikan yg katanya mencerdaskan bangsa tapiii dalemnya busuk nusuk idung  aneh! Knp diem aja ini negaraaa😢"
keluarganobel,12/2/2026, 17.12.06,0,"Yang jadi saksi harus jujur ya, kasihan org ga salah dikriminalisasi"
yuliazharfiy,12/2/2026, 15.55.36,0,"Bisnis gojek aja pak nadiem.. Jangan pernah mau lagi masuk politik.. Sereemm"
sandri2901,12/2/2026, 15.26.37,0,"Semangat pak Nadiem"
vimonw,12/2/2026, 15.14.10,0,"Coba cek anis juga😂 byk tuh"
johnacme,12/2/2026, 14.55.19,0,"Bole usut Jaksa dan Penyidik nya. Jgn jgn menerima Gratifikasi dari org parpol.. bangun tuntutan kok nampak kali dipaksakan suatu skenario. Boleh ga UU direvisi agar Jaksa seperti kasus ini dapat dipidana balik? Di LN ada namanya Malicious Prosecution loh dan itu pidana!."
iceusoviati,12/2/2026, 14.50.58,0,"Bismillah....segera bebas Pak Nadiem...."
safina293,12/2/2026, 14.09.01,0,"Ya Allah orang baik d dzolimin"
febrianabron,12/2/2026, 13.36.15,0,"Intinya “GRATIFIKASI”. Bisa saja vendor menjual barang/jasa dengan mengambil keuntungan yang tidak sedikit, tapi kemungkinannya menang di pengadaan kecil. Agar “DIMENANGKAN” main mata lah antara vendor dan panitia barang. Kurang lebih bisikannya seperti ini “VITAMIN KITA BAGI DUA YA PAK” 😅🤣"
mirai.catsfamily,12/2/2026, 13.34.15,0,"Wajahnya keliatan begitu kecewa ya"
yudd_95,12/2/2026, 13.15.46,0,"Kalau dah selesai balik ke gojek lgi pak, gojek sedang tidak baik-baik saja😭"
primus_rlw,12/2/2026, 12.48.44,0,"Bebaskan Nadiem!!! ✊"
widjayaconstruction,12/2/2026, 12.05.38,0,"semuanya salah jokowi... kwkwkwkw"
lilyauroraaaa,12/2/2026, 11.43.13,0,"Dari list, gk ada nama nadiem loh"
successzone65,12/2/2026, 11.36.44,0,"Sadis sekali ya malah Nadiem yg dituduh. Mestinya tuntut balik ya Krn sdh fitnah & mencemarkan nama baik."
angelfcll,12/2/2026, 10.58.18,0,"Dan bener kan, beliau jd kambing hitam. SEMOGA PARA PENCEMOOH YG IKUT IKUTAN HUJAT PADA SADARRR"
natagede_wedding,12/2/2026, 10.53.07,0,"Dzolimi orang apa hukumnya pak @presidenrepublikindonesia @prabowo @gerindra @menkeuri  @kejaksaan.ri"
inialex,12/2/2026, 10.42.21,0,"Angkanya gak segitu deh jauh banget kayaknya dr realita dan emang Mas Menteri gak tahu? Jadi para pejabat ini laporannya kemana dong ujungnya?"
degallitos,12/2/2026, 10.36.15,0,"Emang rata rata permainannya gitu😂😂 orang dibawah mentri pada bancakan duit, apalagi kalo mentrinya cuma nongkrong di rumah kerjaanya, dikerjain lah sama anggotanya"
adiwindarta,12/2/2026, 09.58.10,0,"Pak nadiem Harus  mendapat ganti rugi moral, waktu dan tenaga  dari negara"
daffa.iqra,12/2/2026, 09.46.45,0,"Asik ya kerja di pemerintahan ini, ikutan dung"
erwinchen7,12/2/2026, 09.44.33,0,"klen bayangin MBG gimana wkwkwkk"
bundakenkenkinara,12/2/2026, 09.41.23,0,"Mas mentri sama sekali g dapat uang ny kan??? Berarti kan bukan dy yg korupsi??"
ade.k66,12/2/2026, 09.05.36,0,"Kalo cuma mainan proyek gini, emang ada vendor😂 yang ga ngasih fee ke pejabat???"
votovintagesalbum,12/2/2026, 09.02.51,0,"paakk bapak di incerrr ituuu 😭😭"
c_d.juliaxxs,12/2/2026, 08.52.53,0,"Nama anakku Muhammad Hasbi , apa besok di panggil kejagung yah ??? 🤔🤔🤔"
egyhartonoo,12/2/2026, 08.39.45,0,"Yaampun ada yang cuma 35juta 😂 najissss"
adityashantika,12/2/2026, 08.30.11,0,"Korupsi 50jt hukumannya nanti sama kaya suami Sandra Dewi 🤣"
wfilosofia,12/2/2026, 08.22.13,0,"Tampilkan semua wajah wajah bawahannya Nadiem yang terima uang coba... Biar malu tuh keluarganya tetangganya anak2nya istrinya suaminya"
wulan.delvalle,12/2/2026, 08.21.56,0,"Pemerintah Indonesia kenapa ngeheeeee amaat sihhhh"
navigaplek,12/2/2026, 08.18.28,0,"Menusuk dari belakang. Makin takut kalau dapat jabatan kalau sistem dan budaya yang berjalan pada korup. Harus sering2 turun memantau kebawah."
_raaihanahm,12/2/2026, 08.16.52,0,"Dan kalo lu perhatikan yg paling banyak megang duit perempuan nya"
aleans.pas20,12/2/2026, 08.08.25,0,"Kita rakyat indonesia..percaya ,pak Nadiem org baik❤️❤️"
yanichangharahap,12/2/2026, 08.07.38,0,"Makanya ya rakyat Indonesia: Menteri ganti, presiden ganti tapi pejabat bawahannya yang tidak kompeten masih terus menjabat ya percuma, leader terpilih bagus pun malah bisa dikorbanin. Gila, tidak punya hati nurani lagi.  Semoga segera dibersihkan dari pejabat-pejabat PNS arogan-arogan, rakyat harus berani speak up. Pantas pendidikan di Indonesia tidak maju-maju karena tikus-tikus kotor yang dikasih kursi."
ahesrun11,12/2/2026, 07.38.58,0,"Semangat pak nadiem, kalo udh bebas ambil alih gojek lagi ye biar driver nye pada balik makmur lagi 🙏"
ajam_lulail,12/2/2026, 07.15.50,0,"Punya orang pinter di negeri ini, di tusuk habis-habisan. Emang ga boleh maju negera konoha ini"
rehuelrina,12/2/2026, 07.03.27,0,"Tp nadiem bagian dr entek2 elite global.. buat kurikulum MERDEKA!! Biar anak2 bisa baca atau ga bs baca, tahu ngitung dan tidak tahu ngitung ttp NAIK KELAS!! Indonesia semakin bodoh terdepan.. jd cocok dia dipenjarakan aja…"
nughe.prakoso,12/2/2026, 06.59.10,0,"Asuuuuuuuu!!! @itjen_kemenristekdikti rejeki MATAMU!"
leojiepaba,12/2/2026, 06.48.21,0,"Masukan penjara lakukan lebih drpada binatang semua orang terlibat jangan pandang siapa..jebloskan semua atau tembak kepala satu per satu sprt cina…bangsat mereka !!!"
darusallam_rifky,12/2/2026, 06.29.07,0,"dijadikan kambing hitam sugguh dzolim para bungsut itu"
tigor_vanahatan.simanjuntak,12/2/2026, 06.25.01,0,"Semangat pak Nadiem,sy yakin anda jujur dan integritas"
andri_bapaknya_uwin,12/2/2026, 06.20.22,0,"😢😢😢"
pokepiece777,12/2/2026, 06.18.00,0,"Ini fungsi nya mentri kaya , klau ada kasus2 bgini ya dia harus Perjuangkan dan perjuangan nya pasti Mahal bgd .. Smangatt 🔥🔥🔥"
hafiderman_,12/2/2026, 05.32.34,0,"Yaah namanya juga hukum gila, gila uang semuanya"
add.hanief,12/2/2026, 05.27.46,0,"Anak², istri atau suami pejabat ASN yang korup harusnya tau dan curiga manakala bapak, ibu, istri atau suaminya tiba² punya duit banyak ! Mereka bisa jadi bagian dari pencegahan korupsi dari lingkup keluarga, bukan malah ikut menikmati"
aal_petertheroman,12/2/2026, 05.07.40,0,"Bajingan kan disa sana itu. Semoga keturunan nya yg memakan uang korupsi itu menjadi idiot"
musliwirawan6,12/2/2026, 04.57.13,0,"Bebaskan nadiem."
ryuwatanabe10,12/2/2026, 04.30.06,0,"Mau bilang dia nggak salah, tapi sudah terlanjur ancur pendidikan di indo😢"
donduan93,12/2/2026, 04.12.51,0,"Mulyono kok ga disebut?"
matiusmico,12/2/2026, 02.31.04,0,"Hukum di permalukan 😂"
gaungung,12/2/2026, 01.09.06,0,"Penjara dan miskinkan semua!"
reksanata_design,12/2/2026, 00.59.08,0,"Bisa ae tukang giring angsa, belokin terusss😂😂"
ruud_factor,12/2/2026, 00.08.26,0,"Negara yang Korupsi sdh menjadi bagian sari culture. Sangat sedih dengan kenyataan ….. 😭😭😭😭 Pejabat, Politician sampe krucu2 nya sdh punya mental Koruptor"
ilham.vrnda,11/2/2026, 23.52.02,0,"Pak nadiem : PANIK kauu 😂😂😂"
alif_corleone,11/2/2026, 23.27.55,0,"ITU BANYAK LOHHH BAWAHANNYA, BERARTI NADIM TOLOL BANGET SAMPE GATAU SOAL PERSEKONGKOLAN JAHAT ITU. SANGAT ANEHHHHHH🙏"
wayang_untics,11/2/2026, 23.20.56,0,"Nama2 yg trima sudah ada, tinggal tangkap aja lah😂"
suyuty_selalu_di_hati,11/2/2026, 23.00.19,0,"Belajar dari pak Nadiem yang jujur pasti akan di jadikan kambing hitamkan,"
awachdah,11/2/2026, 22.59.35,0,"Anehnya 😮, bawahan yg terima gratifikasi malah ketuanya yg jd tsk"
christojj,11/2/2026, 22.56.09,0,"Yaelah yg dijabarin yg kroco semua, cari yg 100M keatas itu banyak pasti"
foracing2_dsu,11/2/2026, 22.17.52,0,"Loh kok alirannya ngak ada eks Penjabat yg disebut pak Nadiem 🤭🤭"
mcamrii,11/2/2026, 21.23.33,0,"Mereka tidak sadar akan menjadi bahan bakar NERAKA 🔥🔥🔥🔥"
intanaica,11/2/2026, 20.26.51,0,"Indonesiaa😢"
as_sulaeman1,11/2/2026, 19.30.47,0,"Yang mengeluarkan suap dan yang disuap dosanya sama harusnya di hukum juga dua2nya"
srul1eta_abdullah,11/2/2026, 19.25.26,0,"Gila sih ini. Kemendikbudristek isinya penjahat semua??? ini baru 1 kementrian... astaghfirullah...."
fentowpg,11/2/2026, 18.51.14,0,"Gila gila gilaa"
gussval,11/2/2026, 18.33.17,0,"Sulit amat ya, negara aisenodni emg selalu kebalik. 😂"
zulfuxx,11/2/2026, 18.17.12,0,"Yah pak.. mengejutkan gmn.. kalo gak begitu mah smua siswa Indonesia udh pada pinter 7 turunan paaaaakkk😂😂😂😂"
salangkashirley,11/2/2026, 17.45.42,0,"KEBANGETAN BANGET. YANG MENERIMA SUAP YANG KORUPSI ANAK BUAH PAK NADIEM. KENAPA MEREKA TIDAK DITANGKAP, TERUS NADIEM TIDAK TEEIMA UANG, BISA JADI TERSANGKA ..?? KEJAGUNG BUKA MATA LEBAR2 JUGA HAKIM. KALIAN SEMUA AKAN MENERIMA HUKUMAN LEBIH BERAT DARI YANG MAHA KUASA. APSOLUT."
bangdul15,11/2/2026, 17.22.15,0,"mau siapa pun, mau apa pun proyek pemerintah pasti ada yg model gini, besar atau kecil."
vingoo_,11/2/2026, 16.51.00,0,"Tapi yang kena nadiem kasian, gw juga awal kaget ko bisa nadiem begini? Tau tau pas ikutin kasusnya mirip sama tom lembong. Hmmm apakah"
ahmd.fariski,11/2/2026, 16.44.23,0,"Orang PPK itu harus bertanggung jawab"
oncieb,11/2/2026, 16.00.38,0,"Waw"
ariyani_rw,11/2/2026, 15.14.57,0,"Yg Nerima duit siapa yg dipenjara siapa"
mayeng_semarangan,11/2/2026, 14.57.09,0,"nah kan semoga anak buahnya mendapatkan karma👏"
ud1n_d1ndun,11/2/2026, 14.40.05,0,"Yaelah gala pura pura terkejut,. Ini Indonesa kawan 😂"
sarahsva__19,11/2/2026, 14.38.13,0,"Thank you so much Mas Mentri sudah Speak Up sejujur Jujur nya ya🙏🙂🤭😁🤭🙂🙏"
bsuryono68,11/2/2026, 13.31.03,0,"Sejujurnya saya TDK kaget. Karena pelaksana sesungguhnya kelembagaan or kementerian adalah ASN dmn mindset ASN kita blm berubah sejak era orba."
bundarflynafisha,11/2/2026, 12.54.19,0,"Apkh beliau SDH bebas😢"
pencari.keadilan1,11/2/2026, 12.05.46,0,"dijadiin pion doang anying wkwk"
illustra_shit,11/2/2026, 11.54.54,0,"Pejabat pembuat komitmen, tapi tidak komitmen dengan jabatannya 👏👏"
ruth_nj,11/2/2026, 11.10.16,0,"😢"
dzaka_fatchur.aja,11/2/2026, 11.03.03,0,"Busyet ngeriii"
karina_nur_apriliasari,11/2/2026, 10.54.01,0,"repot ya krj didunia dilingkungan Maling"
yuliasari_permatahati,11/2/2026, 10.40.57,0,"Balik aja pak besarin Gojek, daripada di pemerintahan was was terus ,malah sekarang jadi tersangka , semoga ada keadilan untuk pak Nadiem yaa"
linoot26,11/2/2026, 10.40.07,0,"Nahh terkuat siapa nich yang dimanfaatkan siapa yang memanfaatkan 😂😂😂"
egy766hi,11/2/2026, 10.23.05,0,"Hahaaaa ini mah gga heran klo di Pemerintahan, bagian paling yg harus di audit itu bagian PPK klo di Instansi Pemerintahan, kunci nya di mereka krn mereka tau kemana aja itu uang lari nya😂😂😂. Udah bukan hal tabu di Pemerintahan, skrng tinggal berani jujur dan bersih gga 🤣🤣"
