username,timestamp,likes,komentar
felisia.yani,9/2/2026, 09.37.36,0,"Semoga org2 busuk segera mndpt karmanya. Sehat2 dan semangat Pak Nadiem. Tuhan tidak tidur."
poppaody,9/2/2026, 09.33.52,0,"pengacara ini yg jadi pengacara tom lembong bukan ya?"
iamkarlathecrazygranny,9/2/2026, 09.33.23,0,"#FREENADIEM"
dipaprawira,9/2/2026, 09.25.37,0,"Berarti bener kan, kebanyakan ketika pemerintah memberikan instruksi berapa dan kucuran dana berapa udh sesuai. Tapi giliran ke bawah bawah malah di korupsi sama mereka. Emg bgst"
wa.wan144,9/2/2026, 09.25.19,0,"Pak nadiem harus di bebaskan...."
singgih_fd,9/2/2026, 09.23.58,0,"Jika anak buah berbuat salah maka kepalanya ikut bertanggung jawab,jika benar begini alurnya harusnya nadiem bebas sebab dia korban penipuan yg di lakukan anak buahnya melakukan pekerjaan kotor di belakang layar tanpa sepengetahuan nadim"
dhe2nsyah,9/2/2026, 09.15.42,0,"Kasian dibodoh2in karena blm punya pengalaman dipemerintahan ..jd tumbal deh 😂😂😂"
just_arv,9/2/2026, 09.11.17,0,"Itulah resiko jd pemimpin... Anak polah bapak kepradah... 😢"
abi_h.eko_rinto,9/2/2026, 09.08.50,0,"Lho mana Jokowi ???? Kok gak di hadirkan ???"
dalboeskobra,9/2/2026, 09.08.21,0,"wow kaget (reflek pria oslo)"
darmi.mbok,9/2/2026, 09.07.26,0,"Bancaan gaess 😂"
soetonoliem,9/2/2026, 09.07.13,0,"hukum yg aneh"
wan.dawan1807,9/2/2026, 09.05.21,0,"Oalah cara kerjanya gitu toh, dan itu baru satu proyek 😮"
tatok_dwi,9/2/2026, 09.03.48,0,"Pantas saja negara indonesia ini gak bisa maju dan berkembang seperti negara tetangga sebelah. Mental korup dan serakah pejabat negara yang tidak habis pikir. Uang negara digunakan utk kepentinhan pribadi. Wahai pejabat  negara indonesia hidupmu akan sengsara kelak"
benedichope,9/2/2026, 09.01.02,0,"slide 5 koq lucu…emang bisa gitu dibalikin trus gak di proses lbh lanjut 😂"
chukrayy,9/2/2026, 08.57.16,0,"Hayooooloohhhh ketar ketir ga tuh yg namanya nya ada disituu."
alylhakim_,9/2/2026, 08.55.44,0,"See?ga selalu kalo bawah yang salah atasnya juga salah,sepeti nadiem atas sehat bawahnya busuk semu, kayak kena diabetes anj😂"
ebiethok,9/2/2026, 08.54.58,0,"berarti semua kementrian pasti ekselonnya main belakang. pertanian dan bumn tuh, KPK harusnya bisa lah beres2 ginian.."
rudi_suryanto_rs,9/2/2026, 08.53.38,0,"Sabar Pak Nadiem. Kebenaran pasti terungkap"
kangtalang,9/2/2026, 08.45.14,0,"Hadew, bapak memang tidak menerima uang sepeserpun, tapi bapak sebagai menteri dan pembuat kebijakan oleh karna itu diminta pertggjwb sebagai pejabat negara, apalagi cromebook itu memang tidak berguna"
nurf216,9/2/2026, 08.44.45,0,"Periksa itu bawahan nadiem.. Gw mah udh yakin itu pasti korban pemain lama yg gak ingin pendidikan Indonesia maju.. Padahal berkat adanya chromebook ini kami gak susah² ngungsi ke desa lain yang punya komputer saat ada ujian anbk"
hime6620,9/2/2026, 08.44.19,0,"Tumbalnya Jokowi, harusnya Nadiem berani speak up"
adessumantri,9/2/2026, 08.43.07,0,"Pak Jonan, Tom Lembong, Nadiem... 🇮🇩🇮🇩🇮🇩"
ferry_c4n,9/2/2026, 08.38.38,0,"Bobroknya negeri ini 🔥"
zaidfj_r17,9/2/2026, 08.29.11,0,"Regulasi terlalu ribet emg enaknya korupsi emg negara aneh"
ikrom_gie,9/2/2026, 08.28.49,0,"Semua seperti ini.. 🔥🔥🔥 cuman tidak di tindak.. krena yg menindak bgitu juga.. 😂😂"
betabisnisofficial,9/2/2026, 08.28.00,0,"Prihatin"
yudistlalang_ebd_drn,9/2/2026, 08.23.11,0,"🤕🇮🇩"
anto_n.harianto,9/2/2026, 08.21.10,0,"Semangaaaattt terus mas mentri @nadiemmakarim 🔥🔥 Gusti mboten sare,.."
dikisusi0201,9/2/2026, 08.20.32,0,"Busyeeeeeet.... Bancakan semua. Pemimpin di kementrian , ini yg ketahuan, yg gak ketahuan sebanyak apa...apalagi di kementrian yg lain yg nilai pengadaan nilai barang lebih tinggi..."
wicaksonoagus85,9/2/2026, 08.16.22,0,"sadis ya kementrian,,,😢"
pebbyengelien,9/2/2026, 08.14.06,0,"Semoga tetap sehat dan semangat..Tuhan pasti melindungimu🙏🏻"
superoneng,9/2/2026, 08.12.04,0,"Yaa jelas dong mentri gatau proses detailnya hanya tinggal ttd. Staf2nya yang pasti pada main, dan sampai sekarang para staf2 tersebut tak tersentuh. Begitu pun atasan menteri sebagai hirarki persetujuan, tak tersentuh.."
videofun_id,9/2/2026, 08.08.05,0,"gila hukum mat* aja"
kaliwang,9/2/2026, 08.05.16,0,"Sebenarnya yang para pejabat di Mendikbud itu meskipun berganti Mentri ya tetap korupsi total😂😂😂😂😂😂😂😂"
din_trindy,9/2/2026, 07.58.10,0,"Sabar.. Pak Nadim.. Semoga cepat selesai."
oeripikuurup,9/2/2026, 07.57.45,0,"Org DikBud dr Paud -sma hebat semua😂😂😂😂😂😂😂😂 lihat duit ngiler semuaaa😂"
zawir.2984,9/2/2026, 07.55.26,0,"Kasihan Pak Menteri dijadikan Tumbal sama Mulyono dan Kroni2 nya ,"
isabelsibarani,9/2/2026, 07.49.30,0,"Saya yakin bapak tidak bersalah ."
nuhobile,9/2/2026, 07.49.18,0,"Dari awal sudah gak percara mas mentri korupsi uang receh kyk gitu"
agusfoundry,9/2/2026, 07.45.50,0,"Sehat selalu Mas Menteri."
wahyuditeguh34,9/2/2026, 07.45.11,0,"Rombak ulang kerangka  surat dakwaan.."
syendisatrio5,9/2/2026, 07.42.43,0,"Kacau yah"
semper_fidelis.04,9/2/2026, 07.42.20,0,"Nah"
homestaygueklai,9/2/2026, 07.41.31,0,"❤️❤️❤️❤️❤️❤️ semoga kebenaran menyertai anda"
yuniarsih9583,9/2/2026, 07.38.41,0,"Semoga pak nadiem mendptkn keadilan🙏"
enbepamungkas,9/2/2026, 07.29.35,0,"Yaelah, korupsi kecil ribet bgt, yg gede2 usut yok"
joddycristian_,9/2/2026, 07.27.42,0,"Bukan hanya ada keadilan mas mentri, tapi hukum di kita harus diperbaiki."
sis.wadi.5209,9/2/2026, 07.25.36,0,"Bebaskan Nadiem"
mr_chan1717,9/2/2026, 07.23.38,0,"udah bener2 jadi pengusaha pak segala masuk politik  # semangat pak"
aryajeco,9/2/2026, 07.22.22,0,"Sekolah pinter pinter , biar nanti bisa begini 😂"
gunawanlamuhu,9/2/2026, 07.12.25,0,"🔥🔥🔥"
girini99,9/2/2026, 07.07.28,0,"Hukum indo kn gtu."
banunisaabeed,9/2/2026, 07.04.14,0,"Pantesan dr atas kyak gini,jd nya sekolah gratis sekarang ga bener² gratis,,merata dr atas sampai bawah kelakuannya😂"
chandz_dharmawan,9/2/2026, 06.58.05,0,"apagunanya eproc ketika pemenang lelang diatur berdasar amplop cash coklat 😂😂 sudah bkn rahasia umum..tp kasian duit proyeknya receh yg di dpt staf dir n ppk hahaha"
ayudiah_moses,9/2/2026, 06.55.44,0,"Kami doakan pak Nadiem mendapat keadilan & kebenaran benar2 terungkap sehingga pak Nadiem segera dibebaskan. Amin 🙏"
adhitya.b.witcaksana,9/2/2026, 06.49.23,0,"Emang yang namanya sri gini semua kah wkwke"
kiqueorangejuicee,9/2/2026, 06.46.50,0,"Buhsyet"
davidwast,9/2/2026, 06.45.24,0,"Kalo mau kaya dagang woy bisnis sendiri, jgn urusan bisnis di bawa k ranah hajat orang banyak."
iswara_yudiarsa,9/2/2026, 06.43.30,0,"Pantes bhinneka redup sekarang😂"
kristiatmini,9/2/2026, 06.41.59,0,"Tuhan melindungimu pak Nadiem"
irwandirajab,9/2/2026, 06.40.37,0,"dia kena karena anak buahnya yang sialan."
hari_kds,9/2/2026, 06.40.23,0,"yg belum mengembalikan jauh lebih banyak"
anggata_,9/2/2026, 06.33.56,0,"Jahat banget orang orang ya, mereka menikmati uang haram yg di bui orang lain"
ainun_najieeb,9/2/2026, 06.31.28,0,"Kasihan cuk😢"
kamin_chaidir,9/2/2026, 06.27.42,0,"Semoga Allah memberrikan kebaikan bagi mereka2 yang menjaga amanahnya dengan baik"
depiyasri,9/2/2026, 06.26.10,0,"Tangkap ke 16 orangnya"
yasamadedana,9/2/2026, 06.23.10,0,"Korupsi di indonesia sudah seperti akar serabut,kemana mana,dr atas sampe ke bawah,seharusnya undang2 korup sdh di tetapkan"
cecen7,9/2/2026, 06.15.38,0,"dan nadiem gk ada dalam kisah tsb"
lukmanul_hakim_bvb,9/2/2026, 06.11.57,0,"Semangat pak nadiem..."
hr_kamera_banjarmasin,9/2/2026, 06.07.10,0,"YG DI FITNAH MELAKUKAN GRATIFIKASI MALAH GURU, WKWKWK PARA MALING"
mk_zulhan,9/2/2026, 06.06.16,0,"Kasihan staff nya 😭 6jt/staff pasti bilangnya bonus goal project/projectnya selesai tepat waktu dan target, karyawan pasti happy dan bangga, ternyata atasannya koruppp"
arifdiriw,9/2/2026, 06.02.25,0,"Dinegara ini, orang jujur, bener, mlah jadi tersangka,  hla wong korban jambret saja bisa jd tersangka,"
sutanto.joko,9/2/2026, 05.55.13,0,"Uang itu termasuk dari CDM, nadim dan JT milih CB karena ada kickback 30% dr CDM😢"
yuen_mungiel,9/2/2026, 05.51.45,0,"Alhamdulillah mulai terbongkar semangat mas mentri💪💪💪"
hroysaputro,9/2/2026, 05.41.51,0,"Controlling adalah Salah satu tugas atasan bukan berarti bisa bebas begitu saja"
ilhamramadaan,9/2/2026, 05.30.07,0,"Bukannya hal seperti ini lumrah di pemerintah? Ayo kuak semuanya agar adil"
jahjact,9/2/2026, 05.23.01,0,"Semoga saja, para penerima uang korupsi dengan mengorbankan orang lain yang jadi tersangkanya, besok lusa langsung mendapatkan keadilan di luar meja hakim"
mo_onblackid,9/2/2026, 05.12.05,0,"The real di tumbalkan, yg tidak tau apa apa di jadikan tameng untuk memuluskan niat jahat"
dimasmurtado,9/2/2026, 05.03.17,0,"Mungkin dalam praktek take and give tersebut semua berdalih uang untuk pak nadim.  padal buat dipake sendiri"
bryan_alka,9/2/2026, 04.59.20,0,"Negara ini sudah makin kotor, orang jujur ditindas org korupsi sejahtera"
r_ruzty,9/2/2026, 04.58.29,0,"Anjay bineka"
sadliekaputraa,9/2/2026, 04.27.40,0,"sy kira @hasnan.hasbi  ternyata muhammad hasbi 😂😂😂😂"
faisal.pemao,9/2/2026, 04.07.32,0,"Saya yakin anda bersih"
voltus_five,9/2/2026, 03.59.16,0,"Kalo Nadim gak tau orang di lapangan korupsi kenapa dia yg ditersangka kan. Aneh KPK ini. Sementara Jokowi yg juga orang dibawahnya korupsi KPK tidak berani menangkapnya. Busuk juga."
i.fathoni18,9/2/2026, 03.57.03,0,"Di sini pemimpin bersih saja g cukup 😂"
edbert_steven,9/2/2026, 03.32.10,0,"Kredibilitas KPK mulai dipertanyakan.."
khairul_imam_22,9/2/2026, 03.19.02,0,"@jokowi paling banyak"
v_ansor,9/2/2026, 02.36.25,0,"Orang salah kok pada di dukung"
boel________,9/2/2026, 02.27.11,0,"Nah lho Bang @dj_donny @rds_dialectique"
suzflowers,9/2/2026, 02.25.38,0,"Balik aja ke gojek.ms nadiem"
ummabdirrozzaq,9/2/2026, 02.21.07,0,"Mungkin karena sulit mengungkap orang-orang di balik layar, jadi harus ada yang dikorbankan. Dengan kejadian ini, kita tau kalau Mas Nadiem orang yang bersih."
jordanvantem,9/2/2026, 01.50.29,0,"Makhluk rendahan semua isinya😂..."
thebundacantik,9/2/2026, 01.50.28,0,"Oit dikembalikan scr cash gitu ah ambyar deh bisa hilang tuh uang segitu pakai tanda terima?"
ibnufazarial_6,9/2/2026, 01.39.03,0,"Edannn 😂"
anamitkas,9/2/2026, 01.35.36,0,"Itu si Wahyu masih Magang kah? Cuma kebagian 35 juta😂"
enjininot,9/2/2026, 01.17.09,0,"Ude bener jd pengusaha startup malah belok ke comberan 😂"
ridhohafizh01,9/2/2026, 01.08.23,0,"itu masih di lingkungan kementerian ya kan, coba bayangkan di lingkungan kedinasan baik itu provinsi, maupun dinas di tingkat kabupaten dan kota, gimana ya tu kira²🤔"
_saipulroh,9/2/2026, 01.06.38,0,"Kacauuu"
adhitgopal09,9/2/2026, 01.05.02,0,"Gara"" jokowi anjg"
cak_dhum151,9/2/2026, 01.02.52,0,"bosmu disik lek @novelix"
_kiib00_,9/2/2026, 00.54.45,0,"Akhir zaman"
asepnurrafiq,9/2/2026, 00.45.10,0,"bhinneka dot kom itu ya, kena dah"
achmadmasjid,9/2/2026, 00.32.02,0,"Haha ini kasus dipaksa berhasil. Ya itulah fakta"
melissa_silangit,9/2/2026, 00.28.23,0,"Keadilan ada buat orang yang benar. Amin, pak Makarim bebas dari dakwaan"
rickardoagt,9/2/2026, 00.16.35,0,"Makanya jangan asal verif pak"
yohana_andilolo,9/2/2026, 00.04.51,0,"Lalu orang2 dalam.daftar msh berada diluar jeruji penjara?? KOCAAKKK ENDONESAHKU 🗿😂"
bisma_karna,9/2/2026, 00.03.55,0,"Gk ada korupsi, yg ada program gagal,pemborosan."
fellanyefit,8/2/2026, 23.52.40,0,"Gila ya pejabat itu. Ngga bersyukur gaji udh pd gede"
fariz.ydtm,8/2/2026, 23.41.15,0,"Adili Jokowi, titik"
imronfellaini,8/2/2026, 23.25.59,0,"Uang haram dibilang rejeki...emang hati kalau sudah tertutup...apa aja dianggap halal😂😂😂"
bomsky87,8/2/2026, 23.21.18,0,"Guwendeng guwendeng 😵‍💫😵‍💫😵‍💫"
rochadi_heru,8/2/2026, 23.06.40,0,"Andai dulu mas Nadiem menolak dipinang jadi menteri. Beliau orang luar kementrian, bukan kader parpol. Beliau pun belum pernah masuk dalam pemerintahan sebelumnya. Maka, wajar bisa dikerjain 'anak buah' nya yang orang2 kementrian. Udah bener mas Nadiem jadi bisnisman aja..."
iancuk101,8/2/2026, 23.03.59,0,"NDLOGOK KABEH....MBAH-JIMAN NGANGSU NDELOK-GONG......Ra mesakke  wajah polose mas mentri to wooooong wong 😮"
zebra.565968,8/2/2026, 23.02.15,0,"Pak prabowo saya juga bingung bisa naikin semua gaji jaksa Dan hakim"
zebra.565968,8/2/2026, 23.01.53,0,"Harusnya semua ditangkap pret"
heidiulala,8/2/2026, 22.54.18,0,"Bismillah bongkar semua.... 🔥"
pentolbosq_500,8/2/2026, 22.49.23,0,"Dalang Pelaku utama tidak disebut Hakim atau Jaksa😂😂 keadilan sudah hilang di Dunia ini.😂😂 President INDONESIA bilang hidup jokowi 😂😂"
rizki.ferdianz,8/2/2026, 22.34.45,0,"ini namanya ""tumbal /kambing hitam"""
joe_astradikrama,8/2/2026, 22.33.26,0,"Saya lebih seru baca berita Iran vs as..ketimbang berita berita korupsi"
mahesa.bledheg,8/2/2026, 22.24.21,0,"Manusia sekelas Nadim tidak mungkin berbuat hina seperti mayoritas pejabat² kriminal lain nya. Maka bagaimana pun juga, jika mémang si Owo bersih, dia pasti bisa menumpas bajingan² di jajaran nya. Tapi karena, mungkin, barangkali, si Owo pun berbuat hal yang sama, maka saling menutupi ada nya. Dan tidak bakal tuntas kasus itu."
dikkaa,8/2/2026, 22.20.29,0,"Ini video AI"
garrykuswandi,8/2/2026, 22.17.56,0,"Bayangkan, uang gratifikasi sekecil itu untuk menghancurkan pendidikan 1 generasi. Bajingan."
antoniushegi,8/2/2026, 22.14.58,0,"Baru 1 proyek ni, dan panjang banget prosesnya."
192agiel,8/2/2026, 22.12.12,0,"Ayolah wake up indonesia TUA!"
erik.sj,8/2/2026, 22.09.15,0,"Hidup Nadiem"
m.saiful.servis,8/2/2026, 22.07.01,0,"Ya kalau yg di bawah jadi tersangka. Bisa2 1 indo PNS yg terima gratifikasi masuk bui"
rah.ayu90,8/2/2026, 21.58.33,0,"Semangat terus pak... karena kondisi negara memang sdang bgini... in syaa Allah bapak bakal bebas dalam waktu dekat🔥🔥"
imawuisan,8/2/2026, 21.55.28,0,"Emang rela dibalikin uangnya?"
1dee.666,8/2/2026, 21.55.06,0,"Yah begitulah gambaran birokasi kita. Kalo gak bisa mengabdi buat negara. Jadi pebisnis aja."
ekodzaky03,8/2/2026, 21.45.17,0,"Memang mau diincer oleh..... Silhkan ditebak"
indranurhakim8,8/2/2026, 21.36.32,0,"Gilaaaa, dibalikin bakaln jadi menghapus keuntungan pengadaan itu?"
lina.gunawan.tanara,8/2/2026, 21.36.12,0,"Pantesan duit di Indonesia kok minim muternya kemana ? Gataunya korupsi gila2an, penjarakan, sita, miskinkan, hukum mati, biar tidak ada korupsi lagi. Seperti Korut 🔥💪"
freefulan,8/2/2026, 21.34.31,0,"Dan ada yg bilang MBG gabakal dikorupsi"
dassainsta,8/2/2026, 21.24.07,0,"Mas menteri, Nyesel kan skrg kerja sama Raja Jawa. Anda dikorbankan spt Yaqut, Anies, Jonan."
singhrlmbg,8/2/2026, 21.18.10,1,"Gw penasaran banget sama mariana susy ini rekam jejaknya"
heridono66,8/2/2026, 21.16.57,0,"Janncuukkk... kementerian nya maling smua, gimana pwndidikan mau maju klu maling yg mengelola..haddeuuh.."
warland8,8/2/2026, 21.14.31,0,"Koruptor ""Receh""...😪"
alamfirdaus89,8/2/2026, 21.05.18,0,"Gmn @kejaksaan.ri mungkin pny pesan ?"
luckyluk.man,8/2/2026, 21.04.29,0,"Mereka ini orang yg pandai dr kecil di didik dengan pendidikan yg cukup knpa sudah ada jabatan jd seperti iblis sepeti semua ini tdk di pertanggung jawabkan kelak kalian ini mati"
robbymukhtar,8/2/2026, 20.58.22,0,"1 lingkaran kongkalikong"
artyung_zfr,8/2/2026, 20.55.42,0,"yg saya heran itu anak g pinter yang disalahin pak Nadiem, skrang anak saya klas 1 di SD negri, guru2nya aja yg g pinter ngajarin anak, guru aasal ngajar berdasarkan materi yang ada, tidak peduli anak paham atau tidak."
dheenay18,8/2/2026, 20.43.43,0,"Inilah kenapa generasi kita rusak krn pendidikan pun korupsi ya luar biasa.... Guru di daerah hanya dibayar hanya beberapa lembar ratusan ribu sementara penjahat2 koruptor berjaya diatas penderitaan pendidik... Hukuman Mati yg pantas utk mereka semua"
nupy_notsnoopy,8/2/2026, 20.39.58,0,"Aku percaya pak Nadiem tidak bersalah."
bes.fit00,8/2/2026, 20.29.16,0,"nah itu namanya orang tidak tau di untung dan tidak bersyukur ya guys 🗿"
sodiqach,8/2/2026, 20.29.12,0,"Jangan bingung mas Menteri, semua kementerian  gitu semua (menurut keyakinan saya😂😂😂)"
reaad18,8/2/2026, 20.24.56,0,"PPK kok juga direktur? 🤔"
chusny.yuda,8/2/2026, 20.15.29,0,"Ya Allah...dzalim betul para penyidik dan Jaksa yg menTersangkakan Nadiem tapi PELAKU justru tidak dijadikan Tersangka."
andri_nender,8/2/2026, 20.04.11,0,"Up..🔥"
untungmilis8,8/2/2026, 20.00.16,0,"Ini aliran duit receh.. kejagung mesti bongkar yg besar nya kmana saha"
ableh2101,8/2/2026, 19.59.47,0,"..satu kesalahan anda, ya mo ikut boss Esemka.."
tezarmicrostocker,8/2/2026, 19.58.05,0,"Pemain besarnya dunk diungkap"
3_rf_4_n,8/2/2026, 19.56.42,0,"Anda org baik pak. Keadilan pasti akan datang🫡"
miaw2fd,8/2/2026, 19.56.09,0,"Ijin share bapak @prabowo mhn ditinjau kembali. Pak @nadiemmakarim tidak bersalah @frankanadiemmakarim"
fikririyadhi,8/2/2026, 19.52.36,0,""
r.race58,8/2/2026, 19.51.41,0,"Dulu gua punya temen kerja jadi supri di kemendiknas, dia bilang praktek korupsi nya luar biasa di sana"
jausyan25,8/2/2026, 19.48.12,0,"Fakta persidangan harus dibaca utuh, bukan dipotong emosinya. Bahwa ada gratifikasi → benar dan pidana bagi penerimanya. Bahwa ada vendor diuntungkan → perlu diuji. Tapi hukum pidana tidak bekerja dengan logika “anak buah salah, atasan otomatis bersalah”. Tanggung jawab pidana mensyaratkan: tahu, memerintah, atau membiarkan. Bukan sekadar jabatan tertinggi. Mari bedakan: • kejahatan individu • kegagalan sistem • dan kebijakan publik Kalau semua kegagalan birokrasi langsung dipidana, tidak akan ada pejabat berani ambil keputusan di negara ini."
wd.hwc,8/2/2026, 19.47.30,0,"Kasian bhineka .. karena takut dipermasalahkan sampai rela mengembalikan margin / untung .. sekelas bhineka cmn untung kecil begitu aja harus dipaksa berhadapan dengan hukum.. menakutkan sekali menjadi pengusaha"
evvy.novianty,8/2/2026, 19.46.24,0,"Pejabat Direktorat ini sudah tdk aneh, apalagi proy. Kontruksi renovas Gedung.... semuanya Bermain, di daerah sama saja... Rakus2..."
difapnd,8/2/2026, 19.44.14,0,"gpp, makanlah dan nikmati semua di dunia ini yg hanya sementara, rasakan balasannya kelak di akhirat yg abadi dan kekal selamanya"
adhyastha_vin_syaivah,8/2/2026, 19.40.23,0,"Jawab aja fee nya dapat nga mungkin boss nga tau anak buah yg makan"
wa_chid,8/2/2026, 19.35.26,0,"Apa yg terima uang itu bakalan pakai rompi oranye spt pak Nadiem?"
oktavianidewi17,8/2/2026, 19.28.48,0,"YTTA, yg pernah kerjasama sm pemerintah mah ngga kaget. Makanya aku ngga cocok bisnis sma gov 🙂"
unruly_ruly,8/2/2026, 19.25.57,0,"Semoga yg gak bersalah cepat bebas"
yuwan_289,8/2/2026, 19.23.12,0,"Semoga selalu diberikan kelancaran & kesehatan Pak @nadiemmakarim 🔥🔥🔥🙏🏻"
ronald_lumintang,8/2/2026, 19.22.31,0,"Negara aneh"
feriandika.id,8/2/2026, 19.20.25,0,"Jangan tolol lah dim, lu kan atasan n pemimpin mereka makanya buka mata saat menjabat gak merem aja, tolol"
ahmadhasrul08,8/2/2026, 19.14.56,0,"Pejabat pemerintah banyak seperti itu suka kongkalingkong dengan konsultan atau perusahaan"
nusantaras_45,8/2/2026, 19.08.29,0,"Gimana dengan Zyrex"
satriyodoni2018,8/2/2026, 19.06.39,0,"Jos pak. Mantab 🔥🔥❤️❤️"
fazafarouqi,8/2/2026, 19.06.22,0,"Bhinneka setau gw memang toko besar sejak dulu deh . ."
thoriq_listrik,8/2/2026, 19.04.22,0,"Next MBG + KENTONISASI"
verranella,8/2/2026, 19.04.17,0,"karena kalo bukan mas mentri yg speak up, ga bs kebongkar👍🏻"
bayi3019,8/2/2026, 19.03.01,0,"Gokil"
fit_mom_aish,8/2/2026, 19.02.53,0,"Hukum dan aparat di konoha emang udah rusak"
aribowo4650,8/2/2026, 19.00.01,0,"Rakyat indonesia pasti mendukung kebenaran."
pmaneling,8/2/2026, 18.51.59,0,"Bikin pelajaran cara kuropsi aja dah .guru2 nya yang kuroo semua"
ambroses_spellman,8/2/2026, 18.50.33,0,"Tolong Di selidiki itu semua vendor e-catalog, bhineka raja nya korupsi vendor... Lewat mereka selalau Ada bagasi titipan"
agustfaisal,8/2/2026, 18.45.18,0,"Nadiem dikorbankan, yg terima aliran duit msh bebas, apakah ini pemberantasan korupsi atau kriminalisasi"
budimankamil,8/2/2026, 18.44.23,0,"Kalau berjamaah pahalanya lbh besar. Makanya korupsi di indonesia berjamaah spy pahalanya lbh besar..🤣"
x_ton666,8/2/2026, 18.44.18,0,"bawahan nya main belakang, menteri ga tau apa2 ditangkap....lahhh menteri yg main belakanga kenapa si kampret ga ditangkap2??? kok heran pada nurut bener sama si anjing ceking??"
mr.andirewa,8/2/2026, 18.43.29,0,"Mirissss pegawai pemerintah😢"
sateran_abadi,8/2/2026, 18.42.05,0,"😢😢panen raya ... bagi2 donk..."
epenkahkupentoh,8/2/2026, 18.35.03,0,"Mereka yang memperkaya diri, Nadiem yang kena. Babi lah"
nadaleu12,8/2/2026, 18.33.48,0,"yak raja2 kecil yang menahun hidup di kementrian2. mau periode nya siapapun raja kecil nya ya bawahan2 nya itu"
aisyahabdullah60,8/2/2026, 18.32.55,0,"Ini cm salah satu permainan di kementerian ya. Sdh bisa buat hidup seRT. Gusti ampuni kami. Berilah petunjuk dan hidayah kepada pemimpin kami"
nazir_imperium,8/2/2026, 18.28.31,0,"Ayo mas nadiem ambil alih gojej kembali,,,biar driver makmur seperti dlu"
tasaufi,8/2/2026, 18.27.38,0,"Itu Jokowi di biarin aja Sampek sekarang, nunggu amat bener d hukum d akhirat"
sfq_s,8/2/2026, 18.27.22,0,"Kementrian2 korup sejak orba?"
erwinkoesnandar,8/2/2026, 18.26.43,0,"Lah mas Nadiem sebagai menteri kerja nya apa bisa ngga tau anak buah nya pada ngaco ? Pemimpin yang baik harus nya tau dong"
lidiarosariona,8/2/2026, 18.23.17,0,"🔥🔥🔥"
afimualif,8/2/2026, 18.22.27,0,"Uang kecil diributin, uang besar adem ayem. 😂"
mchmd.machfuzi,8/2/2026, 18.17.32,0,"@king_dewer"
mika_miekaripangpol14,8/2/2026, 18.11.41,0,"Mereka yg makan, nadiem yg kena tai nya. Gak bisa apa ya kalo di hukum mati semua itu??"
abayzhou,8/2/2026, 17.58.00,0,"agak mustahil Nadiem terima uang itu"
rina.watye,8/2/2026, 17.57.28,0,"Semua kena, kejaksaannya juga."
idwnt__,8/2/2026, 17.57.02,0,"Uda ga usah bisnis sama pemerintah, bisnis buat cuan ujung2 di bilang korupsi ngapain, dah cri yg adil2 aja"
igohidayatgaleri,8/2/2026, 17.55.31,0,"Pemimpin harus bertqnggung jawab"
nihongo_suki,8/2/2026, 17.54.34,0,"""anak anaknya butuh laptop."" Maksudnya anak siapa ya? Kq baik amat belikan anak org laptop 🔥 semoga ada secercah sinar keadilan utk pak Makarim 🙏"
evanturir,8/2/2026, 17.51.28,0,"Lah dia kgk dapat duit, tapi ke sorot terus 😂"
m.rezaasaputra,8/2/2026, 17.50.39,0,"😢"
riorita._,8/2/2026, 17.50.18,0,"Gilak ini, korupsi sudah menjadi bagian dari program perencanaan setiap kementrian dan lembaga negara lainnya. SEDIH!"
haryodwip_,8/2/2026, 17.49.24,0,"mau spill hal yg sedikit GONG tapi takut kena ciduk intel dan antek² mafia 👀"
andreas_is_somebody,8/2/2026, 17.48.47,0,"Bangsat dari namanya bumer semua"
carannsa,8/2/2026, 17.41.36,0,"Bebaskan Nadiem! Tidak bersalah!!!"
rajaalatberatt,8/2/2026, 17.38.39,0,"Sekelas Nadim aja bisa dipermainkan hukum ,, apalagi cuma Kalian Kaum Rebahan"
mazz_bowwie,8/2/2026, 17.36.50,0,"😂😂😂😂"
neva_cavs,8/2/2026, 17.34.39,0,"Itu kenapa orang jujur Dan berintegritas sedikit sekali mau masuk circle pemerintah apalagi level menteri, peluang kita 50/50 kalo gak mw ikut penjara😂"
ninowiyatama,8/2/2026, 17.31.02,1,"Dan terjadi lagi penjahat di lindungi ??"
prionoyono24real,8/2/2026, 17.30.27,0,"BAJINGAN PERAMPOK NEGARA,!!!!"
duiyan9,8/2/2026, 17.30.23,0,"jebolan harvard jd tumbal😌"
fnd_mezz,8/2/2026, 17.29.04,0,"wait, bhinneka? toko gede malah bikin ginian? wah. wah wah"
oliviacath1540,8/2/2026, 17.27.38,0,"Belum kementrian lainnya... Hati2 Bapak Ibu Menteri bawahannya itu... Jadi walau Presiden, Wapres, Menteri kabinet jujur kalau bawahannya model mereka ya repot juga 😏"
ednyhope,8/2/2026, 17.26.18,0,"Pada Bancakan dibelakang pak nadiem.. parah .. Bebaskan Nadiem ‼️"
noveirawan,8/2/2026, 17.25.50,0,"wkwk negara lucu"
rantawiy,8/2/2026, 17.24.47,0,"Dari dulu saya yakin pak nadiem gak bersalah..."
lintastagar,8/2/2026, 17.19.26,0,"Fakta ini ga membuat Nadiem jadi bersih juga lho."
andrian.syah33,8/2/2026, 17.18.06,0,"Ini serius ga ada yg mengalir jauh sampe partai misalnya?"
