username,timestamp,likes,komentar
nataliadwipriyo,28/5/2026, 18.57.34,0,"Boleh KL hati nurani sy mempercayai Nadiem tidak korupsia/punya niat yg dituduhkan?boleh tidak?"
mamakeyvan,28/5/2026, 18.56.18,0,"Menurut gw ini kasus pengalihan ijazah... Publik sengaja dibuat geram, dibuat sibuk, supaya perhatian publik tertuju ke nadiem... Sementara si fufufafa gak tau mau kerjain apa tapi dia persiapan pilpres 2029"
_hansen_m,28/5/2026, 18.39.28,0,"teorinya keluar semua..."
dedik_mdpl,28/5/2026, 18.38.47,0,"Kalau gitu semua pejabat mua kapanpun jabatanya siapapun pemimpinya semua wajib......diperiksa...dan saya yakin semua punya kepetingan kalau benar bicara atas dasarrrrr aturannnnn......negoroo negorooooooooooo suwe tambah bubrah"
rahmatul1638,28/5/2026, 18.32.54,0,"KLW jabatan tinggi lah pres ny lag,knp nggk d panggil"
jalanpintas_555,28/5/2026, 18.29.55,0,"Selama jokowi, luhut, erlangga, zulhas masih blm diproses hukum negara ini akan tetap sakit"
abdulhadipasiri,28/5/2026, 18.20.57,0,"Yg saya tangkap, bahwa disinyalir adanya upaha halus memaksimalkan besaran pengadaan dgn menutup ruang hak daerah menentukan sendiri kebutuhan di daerah."
masbanyuid,28/5/2026, 18.00.41,0,"apa kabar laptop core i3 dg harga 24jt/unit 😂"
usqiiii,28/5/2026, 17.25.44,0,"Terus bagaimana keputusan hakim tentang kasus nenek2 yg nyolong 1 batang kayu bakar untuk makan"
ridwan_mochammad,28/5/2026, 17.17.38,0,"Intinya ada kesempatan org yg dipersulit yg sekarang harus balas dendam, seterang itulah kasusnya,,,,"
reckytitomugama,28/5/2026, 17.14.18,0,"Kalau niatnya baik mau di atur pusat juga tidak apa2. Bukannya banyak yah kalimat ""pusat sudah atur""😂😂😂"
sdneals,28/5/2026, 16.41.36,0,"Menurut saya pribadi sih gak ada yg salah, kl ada pihak lain yg diuntungkan ya wajar semua orang jualan pasti mau untung."
arievozora,28/5/2026, 16.33.30,0,"Slide ke 4 Mirip2 sama putusan MK No 90 tahun 2023"
aatendamagelang,28/5/2026, 16.09.02,0,"Kalo gitu nanti kasus setelah 2029 bagaimana ya ramenya?"
daddy_ariqaqlan,28/5/2026, 16.03.10,0,"Halaaahh..segala teori yg d pake, klo mens rea nya ad di penuntut bagaimana pun harus masuk juga kan.."
teoh1619,28/5/2026, 15.45.32,0,"keluarga jaksa ini yg bikin😂"
bintangdt,28/5/2026, 15.44.08,0,"ya sudahlah toh jaksa sdh berani bertanggung jawab sampai Akhirat."
didii_inst,28/5/2026, 15.29.13,0,"Sbg orang awam hukum, saya pernah liat presiden waktu itu malah menyuruh ""perbesar anggarannya"" yang berarti persidangan dan jaksa HARUS menghadirkan presiden yang menjabat saat itu, baru meneggakkan keadilan."
agoeng_zico_zidan_zola,28/5/2026, 15.18.58,0,"Saya pak mentri ditipu sama yg perintah di atasanya, coba kalau terjadi korupsi disitu dana ngendap dimna"
cevabdusalam2214,28/5/2026, 15.13.19,0,"Terus pengadaan Samrt tv merahputih emang melibatkan pemerintah daerah dan adakah diskusi publik,"
aryaanthalogica,28/5/2026, 15.03.34,0,"Berarti secara tidak langsung kesimpulannya adalah jaksa lebih pintar... Hem.."
pendongengamatir,28/5/2026, 15.00.12,0,"@maudyayunda"
pendongengamatir,28/5/2026, 15.00.03,0,"@gwirjawan"
ellasako17,28/5/2026, 14.59.40,0,"Bebaskan Nadiem dan Ibam"
anuinu79,28/5/2026, 14.47.21,0,"Bentar ya setau gw keputusan knp chromebook krn walau dr segi fisik lbh mahal tp efek jk panjang penggunaanya akan lbh efisien alias hemat biaya anggaran. Kl kaitannya chromebook dan google dan gojek ya hny suatu kebetulan Nadiem pny link dan pengetahuan ksana, krn Gojek dan Google kerjasama sdh sekian lama. Sekali lagi lbh baik beli produk yg sdh pasti dan kita kenal kualitas dan sumber produsennya, drpd beli produk murah, abal2, di dlm nya banyak sarat org2 korup berkepentingan ambil untung, yg ujung2 nya bukan untung malah BUNTUNG, MANGKRAK!!"
mldy_melodyy,28/5/2026, 14.46.25,0,"Ibu2 yg dlu komplain sama kurikulum kok mendadak hilang nih 😂 apa fomo2an mendadak belain mas menteri jg?"
marty_901618,28/5/2026, 14.41.33,0,"Sepertinya Pak Nadim Bebas dalam putusan ini."
yogasadewaa,28/5/2026, 14.38.45,0,"MBG KDMP dkk besok juga bisa jd gini gak?"
c._oriza_sativa,28/5/2026, 14.26.04,0,"Loh kok makin aneh analisa nya, ga usah bikin peraturan saja, kalau semua aturan yang di buat bisa dikategorikan pidana... kalau peraturan nya di anggap salah kan bisa di judicial review"
sartono.th,28/5/2026, 14.18.11,0,"Hak daerah di matikan.. karena tau mereka akan korupsi kan🔥🔥"
syafrizal_vtr,28/5/2026, 14.14.56,0,"Saya percaya hakim yang pasti jika terbukti kalau bisa langsung dibawa ke Nusakambangan begitu ayo para penegak hukum khusus yang membuat undang-undang buatlah undang-undang bila terbukti korupsi sekecil 1 m langsung di bawah ke Nusakambangan."
dewanantta,28/5/2026, 14.09.40,0,"sudah ku duga dia korupsi,, terlepas siapapun dia, mau alasannta buka lapangan kerja banyak, penjahat tetap penjahat yg harus di adili👏👏👏, salam waras👏"
harun_v_best,28/5/2026, 14.08.58,0,"Hakimnya aja yg toloolll"
etiwinata,28/5/2026, 14.08.52,0,"Sebagai orang yg awam soal hukum, yang saya lihat selama ini, makin pintar seseorang makin complicated strategi penyalahgunaan kekuasaannya. Kalau memang dia bersih, mestinya dia bisa bebas seperti Anies Baswedan. Apalagi kalau dilekatkan sama kepentingan politik dimana Nadiem dianggap gak lagi berpihak sama geng Solo. Antara balas dendam dan menghilangkan ancaman karier politik dinasti Solo, mestinya Anies yg lebih sulit lolos dari jerat hukum. Pendek kata, Nadiem emang punya indikasi kuat power abuse buat kepentingan perusahaan (pribadinya)"
rofiareiv,28/5/2026, 13.58.20,0,"Narasinya mau jahatin, tapi masyarakat sudah kenal Nadiem jauh"
habibdongoran69,28/5/2026, 13.56.07,0,"Salah pilih temen, bertemen sama politisi merasa diri hebat, sekarang tanggung resiko. Temen yg hebat itu skrg melirik pun tak."
acijuga,28/5/2026, 13.52.57,0,"Omong kos0ng sj, sy sj yg ngk ada niat, persiapan  ngk ada, apalagi akali sistem. Malah negara dapat untung milyaran, daerah ratusan juta, pelayanan masyarakat terpenuhi. Aturan nya darurat. Kami disalahkan. Preeet smua loe. Semoga loe semua diazab Tuhan."
yanuarmuttaqien,28/5/2026, 13.49.12,0,"ya kalo diserahin ke daerah jadinya beragam dan tidak berguna. kalian tau lah seberapa kompentennya pns2 kita."
kholis_yasa,28/5/2026, 13.46.01,0,"Hasil Pemriksaan BPK (Sbg pemeriksa resmi negara) tidak ada kerugian negara dan itu 2 kali dilakukan. aneh"
ardhin213,28/5/2026, 13.44.43,0,"logikanya kalau spesifikasi ditentukan PPK atau daerah, jangan2 malah mereka gak paham karena gaptek. ya mending dari kementrian langsung yang memang paham kebutuhan. daripada semua punya usulan masing2"
mbak_nilaaja,28/5/2026, 13.40.00,0,"ALLAH YG BALAS KALIAN SMW YG DZOLIM. AAMIIN 🔥🔥🔥"
hamdhan.s,28/5/2026, 13.38.59,0,"Yg penting cair kan ya,min 🤣🤣"
peniputerserah,28/5/2026, 13.35.34,0,"Kasus tom lembong gimana...? Jabatan Sebelum dan sesudah tom lembong juga melakukan hal yg sama,mengapa hanya tom lembong yg dikasuskan...? Hukum...? 🤣🤣🤣 ngelawak akhir zaman"
robbiwahyuni,28/5/2026, 13.32.50,0,"MBG???"
adesuryap83,28/5/2026, 13.23.40,0,"Jangan coba² masuk ke lingkaran pemerintahan jika ingin baik² sajah..."
lukisan_sale,28/5/2026, 13.08.18,0,"Seseorang di katakan bersalah kalau ada Bukti , ini buktinya gaada, tidak menerima Dana , malah chromebook dibeli dibawah harga pasar , harga pasar 6 juta dibeli 5,6 jutaan masa iya harus beli sesuai HPP nya perusahaan orang bayar pajak pakai apa bayar gaji karyawan pake apa, APBN kaya KDMP taiii itu , Beli kaos kaki 100.000 sepasang gaada masalah padahal kaos kaki 20k 3 biji banyak, beli motor listrik tanpa persetujuan Menkeu itu bener emangnya , para Hakim anjiiing , ahli neraka jahanam"
sam.afrizaldi,28/5/2026, 13.06.52,0,"Agree"
didikprastiyo2,28/5/2026, 13.00.01,0,"Buzzernya jaksa🤣 jaksa yg tidak paham founder tax, gak paham stock split kok masih di bela. Bilang ada Mark up harga tidak terbukti. Sejak awal kejaksaan sudah dilibatkan Jd pengawas tp gak guna🤣"
danielchandra_2708,28/5/2026, 12.56.02,0,"Double standart negeri ini dalam memilih dan menggunakam dalil..MBG dan KDMP menunggu tidak berkuasa dulu baru dibuat kalkulasi dalam kerugian negara"
kendar_ia,28/5/2026, 12.37.04,0,"Apa yg di jelaskan di sini tidak terlihat benang merahnya seharus selaku praktisi hukum harus lebih jelas memberikan benang merahnya, ini hanya lebih ke asumsi menurut pemikiran saya..."
yoenpudjokesumo,28/5/2026, 12.33.57,0,"gak percaya, saya yakin jaksanya yg kurang paham"
thianlisong,28/5/2026, 12.32.17,0,"Chrome OS bukan berarti Laptop nya harus merk Google, netizen skrg tidak bodoh seperti anda, ga usah di puter puter, klo memang bisa di buktikan di pengadilan, silahkan"
maz_ho21,28/5/2026, 12.21.47,0,"Jadi ini toh wkwkw. masalahnya pak mentri kerja sama dengan yg jual crombook gitu kan? Dan mematikan hak daerah. Jadi kerugian negara sebenarnya berapa?? Jawab dong para buzer yg pinter."
bennyandrianto,28/5/2026, 12.20.02,0,"Apa bedanya dengan MBG?"
tomy_4023,28/5/2026, 12.05.48,0,"Birokrasi negara ini terlalu cacat emang."
antis2505,28/5/2026, 12.03.14,0,"bagaimana dengan mbg dn koperasi merah putih yg dipaksakan presiden.."
ahmad_mudho.af,28/5/2026, 12.00.29,0,"Yang belain banyak,,,nanti Dajjal juga gitu"
andysevenfold_a7x,28/5/2026, 11.53.40,0,"pertanyaan saya.. negara rugi dimananya...sampai detik ini saya belum tau kerugian negara ada dimana... yang saya tau justru bos judol yang kepanasan chromebook di pake"
boby_clik,28/5/2026, 11.48.55,0,"Inti nya rakyat masih banyak yg susah gara2 koropsi…"
suryadivictor,28/5/2026, 11.42.09,0,"Hmmmmm jangan2 anda sidang nya di kejaksaan kali yah"
adreena_syari,28/5/2026, 11.38.39,0,"Nggak baca sampe habis, cuma mau bilang klw hukum negri ini cacat dari terpidananya mas ibam yg terbukti tidak korup sama sekali, dan dalam pencarian saksi banyak saksi yg mengaku korup betulan dan tidak di pidanakan, udahlah muak/"
rahmat_yme,28/5/2026, 11.36.47,0,"Buzzer"
kesapnayawi_60,28/5/2026, 11.36.27,0,"Awal dia sebut menyerahkan uang ke seseorang"
dzak_kaito,28/5/2026, 11.32.46,0,"Kalau salah mengenai aturan, kan harusnya JR ke PTUN, bukan ranah pidana....sorry klo salah, maklum tukang las"
donialhamid,28/5/2026, 11.29.52,0,"Mensrea jatuh nya lebih ke tuduhan/praduga 😂 bisa di pidana bangsaddddddd, itu Firaun solo sakti banget bebas hukum"
jana.sujana,28/5/2026, 11.14.16,0,"Terimakasih penjelasan yg terang benderang."
fathnunu,28/5/2026, 11.13.51,0,"Yang nyulik aktivis kaga ada diadili 🗿 oh rakyat bukan negara"
indra_gun71119,28/5/2026, 11.00.53,0,"Alasan yang dibuat-buat, padahal dikementerian lain banyak dan setiap tahun ada DAK yg bukan usulan dari daerah tapi program yang harus dilaksanakan/diterima daerah."
purwantoaljawy,28/5/2026, 11.00.12,0,"Terus dakwaan merugikan negara nya dimana kak"
ga14bang,28/5/2026, 10.56.15,0,"Kementrian lain metodenya ada begini juga, semua di handel oleh pusat, daerah hanya menyediakan fasilitas, daerah tidak bisa impropivasi thdap kebutuhan daerah."
emoelmelawandunia,28/5/2026, 10.46.58,0,"Korupter yg jelas gmn,,,,nyolok panon buncilek,,,pada intinya d buat salah aja s mentri"
witchwithmiwatch,28/5/2026, 10.39.40,0,"Jahat bangat"
2ndgoodnew,28/5/2026, 10.38.12,0,"BAHAS GINIAN LUAS KALI ILMUNYA GILIRAN BAHAS YANG LAGI DUDUK NYATA KORUP,ANGGARAN UGAL UGALAN,HUTAN DIGUNDUL,SAMBO YG CENGINGISAN DLL GA ADA NARASI,"
sutini__goh,28/5/2026, 10.31.14,0,"MBG itu juga bermasalah. Jadi itu yg ngasih ide bapak Prabowo, hrs masuk barengan ama Pak Nadiem. Kalau emank theory nya seperti yg diomongkan di atas.  Trus gk ada program indonesia yg bener bener bs berguna 100%. Dgn cara begitu; semua menteri harus masuk penjara tuh."
sutini__goh,28/5/2026, 10.29.56,0,"Yg Bapak omongkan itu tdk terbukti di pengadilan."
nikko_vc,28/5/2026, 10.29.23,0,"Nadiem tuh cocoknya jadi yg model2 dirut BUMN cthnya kyk PT. agrinas nusantara yg pengadaannya diluar perpres. Orng rekamjejak gacor di swasta dpaksa masuk eksekutif main d birokrasi ya jadinya gini cth aj kyk tom lembong"
dhomand_bayasut,28/5/2026, 10.28.31,0,"WAOW AMAZING 👏👏 luar biasa sekali pengamatannya,  beda sama MBG mau libur mau puasa mau sekolah elit gas terus.. Bersih tak ada korupsi"
widiantiedy,28/5/2026, 10.23.58,0,"Ati ati ma ni konten"
khalidasuskha,28/5/2026, 10.19.05,0,"Dan semua yg dlakukan mas nadiem adlh utusan dr presiden"
latifpedrosa,28/5/2026, 10.15.07,0,"Buat Iwan Sunito (pendiri One Global Capital), Dr Yogi Ahmad (Prof Asosiasi di Zayed University), Jangan mau disuruh pulang gabung pemerintahan untuk ""membangun"" Indonesia. Politik di Indonesia jahat 😢"
derry.afandi,28/5/2026, 10.12.26,0,"Menghapus hak daerah itu karena kan harusnya pendidikan itu sama mau diujung indonesia sama di kota -.-,"
ningsihtriwi,28/5/2026, 10.09.07,0,"Semoga pak Nadim diberi kekuatsn untuk menghafaoi kezaliman. Aamiin"
iqbalali7601,28/5/2026, 10.08.49,0,"Soal mens rea harusnya bosnya mas mentri juga kena.karna mempunyai niat jahat menyengsarakan rakyat,dan smua aturan di tabrak termasuk mindahin ibukota negara"
budiwura88,28/5/2026, 10.08.22,0,"Berarti presiden kita sekarang juga ya. Karena tidak memberikan hak pada pemerintah daerah utk menyalurkan mbg dengan caranya masing2, juga memotong anggaran daerah utk digunakan prioritaskan kemauan pusat daripada daerah dalam membangun wilayahnya....🤔"
alvin.5073,28/5/2026, 09.55.10,0,"Peraturan undang2 dirubah unk melancarkan segala aksi rezim, melancarkan koruptor mengambil uang rakyat..karena 80% keuangan negara dihasilkam dr pajak"
rinstaniltan,28/5/2026, 09.52.29,0,"Kalau g mau membuka tanggung sdr akibatnya.. dinginnya kandang situmbin"
rapiqmelayu,28/5/2026, 09.49.06,0,"Intinya"" sapa suruh gabung sama Mulyono"""
iirfiandii,28/5/2026, 09.47.32,0,"Sama halnya MBG yg d pukul rata kan..siswa mampu saja dapet mbg..dalam kasus mbg bagaimana , ? apakah ga ada yg d langgar ?? Kalau ak liat mbg ni hrusnya jangan d pukul rata penerimanya.."
prassalli,28/5/2026, 09.47.32,0,"Pertanyaan basic: Kenapa kasus ini duluan yang dikejar? Biar apa? Biar sibuk lalu gak sempet ngejar koruptor yang terpampang nyata terang benderang di mata ratusan juta rakyat yang awam sekalipun? Kenapa? Ini belum selesai, lalu disibukkan lagi dengan ngerjain kasus @nickowidjaja yang ‘ANEH’ mutlak. Kenapa???? Kenapaaaaa??? Kasus mereka ini padahal lebih susah lan ngerjainnya buat cari-cari bukti. Padahal yang mudah dengan bukti kuat lebih banyak dan bahkan nilainya jauh lebih besar. Kenapaaa??? Siapa yang bikin ‘To-Do-List’ “proyek hukum” ini?"
pn.christ,28/5/2026, 09.46.49,0,"Apakah tidak ada yg mengawasi kinerja kementerian (termasuk permen yg dibuat) sehingga kecolongan seperti ini? 🫣"
tomyyama28,28/5/2026, 09.45.10,0,"Wow,sekecil apa pun salah akan jadi luas dan banyak cara membuktikan nya waktu keadaan peristiwa yang menggiring nya"
mochammadslamet89,28/5/2026, 09.44.59,0,"Korupsi saat negara dlm keadaan darurat ( Covid 19 ) hrsnya tuntutan Hukuman Mati."
fakhriafif.r,28/5/2026, 09.44.17,0,"Kok jokowi prabowo megawati dll ngak diginiin jg ya"
ivanmaldini2,28/5/2026, 09.42.19,0,"Kalau tidak bisa ngapa2in lagi, ajak aja semua yang terlibat."
penulisdeso,28/5/2026, 09.37.32,0,"Lalu IKN whos mbg project lumbung pangan gmn min,,,? aman...? bersih karena lu di bayar dari pihak tersebut gitu,,? lalu niat jahat mengubah aturan agar bisa jadi capres aman ya?"
raphaelferrari20,28/5/2026, 09.36.47,0,"Kalo kasus ini di anggap benar maka seluruh pejabat yg lupa tiba tiba ada anggaran besar yg aneh. Maka serta merta akan didakwa hal yg sama. Karena mengandung unsur kekuasaan tertinggi dalam meatur anggaran. Hmmmm musnah pejabatku"
satosi_nakinawa,28/5/2026, 09.30.40,0,"Bisa dibayangkan kalau semua daerah usulkan merek dan spesifikasi masing masing siapa yang handle maintenance nya karena dan sinkronisasi aplikasinya, udalah semua karena merasa sangat pintar dan gak bisa diubah ARTIKULASI gak jelas sampai SPEAKER RUSAK"
masjan777,28/5/2026, 09.19.32,0,"Apa bedanya dengan mobil import kopdes? Dan pembiayaan 6jt/hari MBG?apa Itu juga mens rea ? 🤣"
farm_fokuz,28/5/2026, 09.19.02,0,"Ga gagas. Setauku emang si nadiem ga becus jadi mentri pendidikan. Meluluskan semua peserta didik itu adalah pembodohan"
zarkasih_tanjung,28/5/2026, 09.12.04,0,"Kenapa Airlangga ga di tangkep soal sawit"
riohezky,28/5/2026, 09.10.51,0,"Next Dandang MBG dan Prabowo gak sih? 🙌"
nhmpggbn15,28/5/2026, 09.10.50,0,"Intinya siapa yg berbuat jahat akan di buktikan pada waktu nya, walaupun sepandai pandai tupai melompat akhir nya jatuh juga"
marfinisiska,28/5/2026, 09.07.54,0,"Hal 4, 3 point kok jadi ingat aturan usia yg di rubah demi........😢......ya sudah lah"
walikota_padang_12,28/5/2026, 09.04.47,0,"Presiden belum cukup umur..aturan nya dirubah, angkat Seskab nabrak UU, bukan seskab nya dicopot tapi UU nya diubah...kalian ini kok pilih pilih sih . Allah akan menjadi pengadil mu di akhir hayat mu dimana nyawa ditengah kerongkongan disitulah susah nya nyawa mu tergantung"
rdhwbw_,28/5/2026, 09.01.06,0,"Masalahnya di tebang pilih. Jokowi, prabowo, gibran, Airlangga, zulhas, luhut, dan antek2 lainnya harusnya diadili juga."
agiel_eaf,28/5/2026, 08.50.52,0,"Ok bisa diterima pemaparan dari sudut yang berbeda. Pertanyaan selanjutnya, apakah bisa konsisten hal tsb dilakukan kepada semua elemen pemerintahan. Karena jika dilakukan seperti itu banyak pejabat atau anggota pemerintahan yang terjaring. Hal sederhana pemerataan keadilan dan hukum bagi semua nya serta tidak memandang anggota politik dan jabatan"
firdausnurbaety.ift,28/5/2026, 08.49.02,0,"Saya sebagai seorang warga Indonesia,orang kecil ilmunya yg TDK tahu ttng hukum bahkan aturan pasal2 yg bejibun yg SDH terlampir kn ,PD dasarnya ke points yg basic dn no ribet no ruwet yaitu dr sudut pandang saya c yg simple saja.. KALAU ITU BUKAN HAKNYA KITA YA TIDAK USAH AMBIL TINDAKAN TERSEBUT...DAN KALAU MAU BERBAGI TUK KEMAJUAN BANGSA TINGGAL BILANG DIRUANG YG SDH TERSEDIA AMBIL TINDAKAN YG TEPAT DAN YG TERBAIK DAN DIPAPARKAN.TIDAK PERLU MENCURI PUNYA HAKNYA ORANG LAIN.... APAPUN ITU BENTUKNYA DAN JIKA BENAR' Tidak MAMPU y cukup diam,Tidak Tahu ya bertanya baik', KOREKSI DIRI DULU BARU LAKUKAN YG SPECTACULAR... MASA KALAH SM ANAK TK/SD SAJA TAHU MANA YG HRS DILAKUKAN JIKA ITU NO OR YES...BUANG EGO PLEASE THANKS YOU INGAT APAPUN KARMA PASTI BERLAKU"
kehidupan_art,28/5/2026, 08.46.50,0,"Trs knp pak jokowi sebagai atasa Mentri jg bisa kecolongan KLo bahas soal poin pertama.pak Nadiem ada pimpinan"
fahrul.raji.925602,28/5/2026, 08.42.14,0,"Aku percaya klo mulyono mau hadir ke pengadilan dan bersaksi"
alex.ristanto,28/5/2026, 08.40.13,0,"Bagaimana dgn MBG yg tdk jelas SOP sampai yg salah masak menyebabkan keracunan tdk ditindak? Blm lg masalah fee sppg bila memang itu sudah ada aturannya apakah aturannya tdk ada ""NIAT JAHAT""...? Belum lagi KDMP yg pemabngunannya ada yg saling berhadapan, nutup jalan hingga menhadap kuburun dll...ini apakah jg tdk ada ""NIAT JAHAT""...? Oknum pemangku kewenenganan bekerja berdasar apa? Suka tdk suka apa pesanan..? Blm lg masalah pengahasilan Jaksa yg katanya.....asudahlah capek"
izha_yusran,28/5/2026, 08.40.10,0,"orang orang  pada knapa dah,orang salah di bela,,aneh bangett😬"
sutarsahdvm,28/5/2026, 08.37.51,0,"Yang dulu kasus backingan judol di kemenkominfo, yg para pembackingnya di seleksi sendiri oleh pak menterinya saat itu, knp gk keseret menterinya? Apakah dy gk punya niat jahat?"
awaludin86umar,28/5/2026, 08.35.22,0,"Memotong jalur korupsi"
aldos007_,28/5/2026, 08.25.24,0,"😂 km bertanya tanya, saya juga bingung. yg menjadi tuk dalang siapa nih"
bumbudesaperthofficial,28/5/2026, 08.23.54,0,"Bela Nadiem"
703phi,28/5/2026, 08.14.38,0,"Konteks aturan tsb dibuat sdh beda dg saat sekrg, makanya kebijakan itu tdk bs dipidana"
tia_mirzaa,28/5/2026, 08.14.18,0,"dan lagi byk masalah dgn sistem pendidikan yg dia buat ""merdeka belajar"" g d benahi malah buru² bagi² laptop.😢"
jokowisangpenghancurbangsa,28/5/2026, 08.09.46,0,"buzzer jokowi kerja nih yeeee, bgsd bener lah mau jadi buzzer si pria solo"
heribertusluki,28/5/2026, 08.08.01,0,"Ada yang meng ada ada agar jadi ada. Jauh sebelum ada seolah ada agar setelah jadi ada bisa dibawa bawa. Berteori sebelum ada.  Setelah cocok ada makanan timbul. Teori cocokologi."
agssurj,28/5/2026, 08.06.50,0,"Kebijakan dalam situasi pandemi"
marko_tpbolon,28/5/2026, 08.04.05,0,"Pertanyaannya seandainya pak Nadiem mengikuti instruksi kejaksaan untuk beli merk windows apakah Nadiem aman?"
djenaryoga,28/5/2026, 08.02.12,0,"intinya jadi pemerintah gausah pinter2 amat, cukup nunggu kebutuhan daerah, acc, jalankan, nah sayangnya pak nadiem ini kepinteran, dia mau berinovasi + punya wewenang tinggi, berujunglah dicari celah kesalahan dia, ya jelas ketemu"
yande_wraspana,28/5/2026, 07.31.23,0,"Pejabat di Indonesia gampang disogok.🤕😒"
bkk52home,28/5/2026, 07.29.14,0,"Goblok semua negara dibawa maju supaya buku bisa dibuang dan pakai laptop itu solusi terbaik sudah. Banyak kali dalil2 ditarik kalo mau disalah2kan gampang"
yoohanmaulana,28/5/2026, 07.28.44,0,"Trus kenapa hal bgitu hukumannya lebih berat dr seorang pemb*n*h sekalipun? Sistem bisa dibenahi, tp nyawa yg hilang? Kenapa denda nya bahkan lebih tinggi dr koruptor jijik spt stya novanto misal. Apa karna dia founder gojek? T4i asu lah emang yg ngurusin kasus nadiem ini."
omnicco,28/5/2026, 07.22.52,0,"Justru 7aksa yang punya Niat Jahat 🤑🤣"
elbulil17,28/5/2026, 07.19.41,0,"Bikin feed panjang2 padahal nol besar mau kelihatan pintar padahal tolol"
iwank_davidson,28/5/2026, 07.19.07,0,"Emang bangke wkwkw, lu bayangin kalau semua bisa request spec apa gak tambah berantakan? Emang sengaja dimasukan dulu baru dicari2 kesalahannya..."
cengho007,28/5/2026, 07.18.27,0,"Bagaimana dgn Papan Interaktif Digital? Itu kan bukan usulan dr daerah? Tahu2 sekolah terima gitu aja? Ini yg bikin berita kroni2nya yg satu geng dgn jaksa. Hakim jg termasuk kroninya, semua sdh dirancang dgn rapi, termasuk penetapan vonis kpd Ilham terlebih dahulu. Lha Men Rea malah ada di pemerkaraan ini. 🔥"
syamrhizal7,28/5/2026, 07.11.37,0,"Siapapun yg berniat jahat di kasus ini, Tunggu waktu aja, Boomerang tau jalan pulang kok."
deriakbar1234,28/5/2026, 07.07.19,0,"Apapun alasannya HUKUM d negeri kita ini sangatlah lemah,saya mengalaminya sendiri bukan kata orang,jgn sesekali berurusan dgn pemerintahan,bisa di kuliti kita😂😂"
d3n4n,28/5/2026, 07.06.19,0,"saya sepakat dengan penjelasannya"
faizal__k,28/5/2026, 07.04.56,0,"ChromeOS bukan merek yg dibeli seperti Windows. Vendornya pun bisa lokal, makannya dapetnya Acer 😂. Dipersidangan saja yg disajikan itu vendornya bukan orang Googlenya. Seharusnya dipersidangan dibuktikan kesalahannya bukan beropini begini, mana ini jatuhnya seperti buzzer lagi."
turahsurya21,28/5/2026, 07.04.00,0,"😅 anda lupa itu jaman pandemi kan ? Peraturan yg dbuat saat itu menyesuaikn saat itu. Klo dpermasalahkan di 2025/2026 ya kliatan kosong"
andhestan,28/5/2026, 06.54.01,0,"Ini masih asumsj,Niat jahat itu harus dibuktikan dgn meeting of mind / prmufakatan jahat, baru unsur niat jahat dalam korupsi terpenuhi."
retna_widia,28/5/2026, 06.32.53,0,"Oh, jadi kesalahan mas nadiem itu melanggar administrasi. Yg dianggap menguntungkan salah satu pihak. Tapi waktu persidangan ""menguntungkan"" ini tidak terbukti. Karena tidak ada aliran dana ke pribadi. Perusahaan yg menjadi vendor jg menjual dgn harga normal."
rhinonoah,28/5/2026, 06.30.55,0,"Yah simpel nya sih, Nadiem membuat para koruptor di bidang pendidikan kehilangan celah untuk korupsi.simpel aja kok"
biru_satu_2311,28/5/2026, 06.29.11,0,"Disana langsung atur posisi ntk melawan narasi yg memojokan si penuntut ' jd proyek akun2 sepi job 😂"
reddy_red_89,28/5/2026, 06.26.22,0,"Serem sekali kerja di sini.......🥶 suka suka org aja kalau mau jeblosin org dgn dalil yg gak jelas"
ichsainiintan,28/5/2026, 06.23.35,0,"Lucu"
denting_senja,28/5/2026, 06.14.18,0,"Ni kalo di fakta yg seterang ini..buzzer2 nadiem pasti banyak kumpul...bandingin ini lah itu lah..emang terus kalian pikir dia harus dilolosin..eh negara tuh lagi berbenah udah beneer jalannya nangkep nadiem malah loe protes negara suruh ga bener bebasin nadiem..alasan ini tu....susah ya kalo punya rakyat bebal udah dikasih fakta masih ngeyel..kalo bloon simpen aja buat sendiri ga usah ngebacot"
imantamaen,28/5/2026, 06.12.29,0,"Rakyat percaya nadim SALAH kalo JAKSA BISA TANGKAP SI PLESTER... sesederhana itu..."
anengafiati,28/5/2026, 05.58.30,0,"Apakabar kuota haji yang jelas kerugian negara banyak banget kok ngga ada peradilannya?"
anengafiati,28/5/2026, 05.55.49,0,"Terlalu dicari2 padahal yang korupsi banyak banget cuma muncul uangnya doang orangnya bebas"
anengafiati,28/5/2026, 05.55.19,0,"Aliran dananya kemana?"
anengafiati,28/5/2026, 05.55.09,0,"Lah kemarin tv ke semua sekolah gimana?"
positif_logis_login,28/5/2026, 05.40.30,0,"Terjawab mengapa jaksa gak gandeng polri?? Krn polri jauh lbh hati² mentersangkakan org"
susanfebryy,28/5/2026, 04.51.04,0,"Gada masalah dengan Mas menteri salah apa gak, masyarakt bukan membela personalnya, masyarakat cuma ingin “BUKTI” yg kuat. Bukan bukti yag dipaksakan..penjelasan sepanjang ini, berulang kali di baca pun seperti ada yg kurang,seprti ada hal yang dipaksakan nyambung. sedari awal memang sudah ada keputusannya siapa yg harus dipenjara😂"
