username,timestamp,likes,komentar
bachtiarrsdi,1/7/2026, 07.44.20,0,"Wkkkw😂"
jimiandfamily,1/7/2026, 07.44.07,0,"maunya rakyat itu konoha ga usah ditangkap koruptor dibebasin aja doapnya koruptornya kasih pekerjaan ke rakyat susah,jd klo km nolong meski merugikan negara itu maafkan"
bayuharyoseno,1/7/2026, 07.43.44,0,"Minta ke sini lah @jokowi"
little.quiet.days,1/7/2026, 07.43.30,0,"💔🥀😢"
budianys,1/7/2026, 07.43.30,1,"Gak masuk diakal melihat seorang anak muda yang mau berbakti kpd negara, diujung kerjanya malah di curangi sama pemerintah. Besok besok org pintar takut masuk ke pemerintahan. Sabar  pak, kami  dipihak orang jujur , yuk berjuang terus pak."
widie.dii,1/7/2026, 07.43.16,0,"Negara sakit😢"
anaratihpertiwi,1/7/2026, 07.43.15,0,"😢😢🥀"
akbar_lahat,1/7/2026, 07.43.10,0,"Masuk kerja di pemerintahan enggak perlu pintar, enggak perlu jujur, enggak perlu kerja terlalu rajin. Kalau mau selamat"
jefry69696,1/7/2026, 07.42.49,0,"Minta tolong dan berharap kepada Allah SWT.🙏"
annaendanglestari,1/7/2026, 07.42.06,0,"Saya sedih. Kriminalisasi pada orang baik 💔💔"
nurmalita_laila,1/7/2026, 07.42.05,0,"😢rip keadilan sosial bagi seluruh rakyat Indonesia💔 koruptor yg benar2 koruptor malah hidup bebas dan jalan2 ke  ln"
nuniksoetisna,1/7/2026, 07.42.01,0,"#keepstrong💪🏻💪🏻💪🏻 #nadiemmakarim"
windadewanti18,1/7/2026, 07.41.59,0,"💔💔💔"
ratnasari_dwie23,1/7/2026, 07.41.50,0,"Driver gojek demo besar2an donk 🔥"
tri.thv,1/7/2026, 07.41.26,0,"Si dadan berarti seumur hidup y pak😭"
rossaariwati,1/7/2026, 07.40.59,0,"Pak Nadim, BPK jadi Martir"
mlstry8989,1/7/2026, 07.40.40,0,"Kurikulum pemdidikan sdh loe acak². Kurikulum merdeka yg gk masuk akal."
leon.9259,1/7/2026, 07.40.14,0,"Usut Jaksa dan hakim nya.... Anjiinnkkkkk 😡😡😡😡"
fauziah_rezitaa,1/7/2026, 07.39.19,0,"Kalian ngga mau pada Demo wahai mahasiswa cerdas?! Kemarin koar2 ngga jelas, ini yg jelas kalian ngga mau maju?"
3dny_yati,1/7/2026, 07.39.17,0,"Semoga ALLOH segera beri pertolongan untuk beliau. Aamiin"
dominkramadan,1/7/2026, 07.39.14,0,"jokowi yang dapet duit,bakarim yang kelilit😢"
tatik_sugestii,1/7/2026, 07.39.02,0,"Nyeseek😭😭😭😭"
septi_yarahayu_539,1/7/2026, 07.38.53,0,"😢😢😢😭💔🥀"
rajalandscape,1/7/2026, 07.38.50,0,"Keadilan yang adil di akhirat nanti 😢"
airuel95,1/7/2026, 07.38.48,0,"Mintalah pertolongan kepada yang maha kuasa pak ( Allah SWT )"
riskayolandasikumbang,1/7/2026, 07.38.46,0,"😢😢"
abd_kadir36,1/7/2026, 07.38.23,0,"Makanya jangan maling uang rakyat nadiem"
mfaisalrozak,1/7/2026, 07.38.19,0,"Dia di kambing hitamkan jokowikan."
dewimelisa999,1/7/2026, 07.38.15,0,"Makanya jgn mau berbisinis di pemerintah indonesia😂lagian udah tahu Indonesia pada hukum gk jelas 😂"
mfaisalrozak,1/7/2026, 07.38.09,0,"Ayoookk adili jokowi"
bociil177,1/7/2026, 07.38.02,0,"Presiden gamau turun tangan kh"
cindradewi5,1/7/2026, 07.37.54,0,"Aku percaya pak Nadiem orang jujur bagaimana dgn pak hakimnya ? Ingat tuhan tdk tidur kebenaran pasti cari jlnnya sendiri 🥀🥀🥀"
christaputriws,1/7/2026, 07.37.29,0,"💔"
raditanto3,1/7/2026, 07.37.10,0,"NepL kan aja.. 🙏.."
sailorbangjay,1/7/2026, 07.37.02,0,"Mungkin dia orang pintar dan jujur. Tapi tak ada gunanya di negeri konoha. Beliau salah negara. Kalau dinegara bukan konoha mungkin beliau sudah enak dan di hormati kecerdasannya🥀🥀"
abi7378,1/7/2026, 07.36.56,0,"Ngadiem tinggal doa sj lo terzolimi berdoa biar semua yg zolimin lo cpt mati"
endlovt_diva,1/7/2026, 07.36.53,0,"kesalahan terbesar ada pada pemimpin.jika hukum ditegakkan diindonesia sebenar benarnya..indonesia akan maju,.tp kalo di indonesia yg benar jadi salah,yang salah dibenarkan.😢"
saraswati0401,1/7/2026, 07.36.51,0,"Kita opdon buat bantu bayar denda beliau bgm gaesss ?"
mmarhen,1/7/2026, 07.36.48,0,"Rakyat harus bergerak"
noviantiadhawiyyah,1/7/2026, 07.36.47,6,"Dari beliau pasti byk generasi muda yg malah jd takut bantu negara 😭"
dealvos,1/7/2026, 07.36.39,0,"Maaf, justru saya sebaliknya, saya adalah orang tua yang merasakan dampak dari 'KEBIJAKAN' Bapak yang sifatnya cenderung ke PEMAKSAAN, ini juga pembelajaran buat menteri2 yang lain. JANGAN LAH BUAT KEBIJAKAN YG SIFATNYA MEMAKSA. Di kala KEBIJAKAN BAPAK ITU, Ekonomi kala Pandemi itu tidak menentu, buat orang seperti saya (yg ekonominya bisa dibilang tidak di bawah) SANGAT BERDAMPAK, Anak saya Sekolah Dasar HARUS DAN DIPAKSA UNTUK MEMBELI CHROMEBOOK YANG HARGA NYA TIDAK MURAH, dan (NASIB) Anak saya 2 Anak, TIDAK BISA GANTIAN, DAN HARUS BELI MASING² dengan Harga yang BAGI SAYA TIDAK MURAH sekitar 3-5 per Item ITU PUN SALAH SATU SECOND. Padahal di rumah sudah ada Laptop 1 TAPI TIDAK BISA DIPAKAI KARENA KEBIJAKAN BAPAK MEMAKSAKAN HARUS CHROMEBOOK. BAyangkan bagaimana dengan ortu yang Ekonominya tidak sebaik saya, dan anaknya lebih banyak dari saya? DAN JIKA TIDAK PAKE CHROMEBOOK ANAK² TIDAK BISA MENGIKUTI PROSES BELAJAR MENGAJAR. Dan sekali lagi KEBIJAKAN ITU BAPAK BUAT SAAT KEADAAN PANDEMI BLM MEMBAIK. Jadi Mohon Maaf Pak, untuk kali ini saya berbeda, dan semoga INI MENJADI PELAJARAN BAGI MENTERI YANG LAIN AGAR HATI² JIKA MEMBUAT SUATU KEBIJAKAN, TIDAK SEMUA KEBIJAKAN KALIAN ITU MAMPU DIIKUTI OLEH MASYARAKAT DI BAWAH KALIAN."
ate0702,1/7/2026, 07.36.30,0,"Udah ga paham IT, semua tuntutan hanya berdasarkan asumsi, dan hanya keserakahan bodoh....Maaf hukum Indonesia terlalu  picik diperlakukan."
adaadawae13,1/7/2026, 07.35.49,0,"JOKOWI FOCUS SAFARI POLITIK PADAHAL SETIAP KASUS DISEBUT NAMANYA TAPI KENAPA PENGADILAN GK BISA MANGGIL SEKALI SAJA😢"
abetricardo,1/7/2026, 07.35.34,0,"Justice for people my @sss !!! , Hapus aja sila ke 5 dari pancasila...ga ada gunanya itu..!!"
teddyiskandar3,1/7/2026, 07.35.27,0,"Niat hati mau bantu mencerdaskan anak anak di pelosok tp dianggap merugikan negara kejam sekali yah negeri ini"
nnadaqs_,1/7/2026, 07.35.09,0,"Hakim tol nya tu tol bet gak punya hati gak usah jadi hakim"
dolly.jon,1/7/2026, 07.35.05,0,"Raja jawa dibelakang semua ini tapi hukum tidak bisa menyetuh nya"
skundalagi,1/7/2026, 07.33.58,0,"semoga KPK tidak hanya tajam ke bawah melainkan selalu tajam ke segala arah jika itu memang benar tindak penyelewengan meskipun sedikit dan pernah menanam kebaikan yang sangat bermanfaat bagi SDM Indonesia!"
teten44,1/7/2026, 07.33.58,0,"Wowo kmna wowo ko diem..."
verawati608,1/7/2026, 07.33.41,0,"Ini tak adil, beliau orang berjasa bukan koruptor. Yang mulia seironis inikah hukum di Indonesia"
tiarrzkynsyh,1/7/2026, 07.33.39,0,"Semoga kelak yg memperlakukan anda seperti ini dapat ganjaran yg lebih pedih di akhirat pak, semoga kinerja dan kesabaran anda menjadi bekal untuk di akhirat nanti. RIP For Justice 🥀"
arri.nurayati,1/7/2026, 07.33.38,0,"Yaa Rabb .tolonglah bo Nadiem makarim. Hasbunallah wanima waqil.. 🤲🙏"
pentihaidawati,1/7/2026, 07.33.36,0,"Bang Hotman Paris katanya siap membantu kepada bapak presiden RI kita semoga didengar ya  pak nadim🙏"
rahmanhbb,1/7/2026, 07.33.32,1,"🥵👹TERMULLL PKI MAFIAAA PENJILATTT ZIONIST MUNAFIKKK🥵👹"
ell.noowell,1/7/2026, 07.33.31,1,"kuat bgt bekingan hakim nya😢 ga mngkin cuman 1 org, mesti berkelompok dan itu org' penting pmrnth konohoy"
hndpmn,1/7/2026, 07.33.31,0,"Hidup jokowi"
rahmanhbb,1/7/2026, 07.33.30,1,"🥵👹TERMULLL PKI MAFIAAA PENJILATTT ZIONIST MUNAFIKKK🥵👹"
mini.skalit,1/7/2026, 07.33.07,0,"💔"
muhamadzainul35,1/7/2026, 07.33.05,0,"Ya naik banding aja"
athuii,1/7/2026, 07.33.03,0,"Hakim 300% gini??"
ernijumaing24,1/7/2026, 07.32.59,0,"kita punya ALLAH  pak😢"
dadangtrimulyo,1/7/2026, 07.32.51,0,"Percaya aja klo TDK bersalah ALAM akan bekerja dgn sendirinya,sesimpel itu#jd TDK usah dibela mati2an pak nadiem nya."
zacky_boxsbiru_blpc,1/7/2026, 07.32.47,0,"Semoga Allah SWT.memberikan jl terbaik buat BPK . Allah adalah satu"" nya penolong kita semua aminn 🤲"
sophie_ajjah,1/7/2026, 07.32.20,0,"Mending dl ga usah mau jd menteri pak,"
robertosepuluh,1/7/2026, 07.31.59,0,"Negara katrok"
adji_1988,1/7/2026, 07.31.44,0,"💔😭🥀"
lolik.mulyati,1/7/2026, 07.31.38,0,"Sediiihhh...dg putusan ini,semoga dikuatkan🙏"
suwandi.wijaya2399,1/7/2026, 07.31.26,0,"Masyarakat juga kena ketidak adilan. Mau ngadu kemana. Budeg telinga pejabat. Gegara kena prank sama pemilu."
ketut_pradnya,1/7/2026, 07.31.19,0,"Suara rakyat juga tdk di dengar pak"
adhelylatul,1/7/2026, 07.30.49,0,"pak..harapan terakhir anda hanyalah Tuhan....tidak ada jalan keluar hanya Dia yang bisa memberikan jalan keluar"
dxlung78,1/7/2026, 07.30.46,0,"Udah lah Nadiem terima aja nasibmu nggak usah banyak drama biar nggak nyusahin banyak orang"
harnanisurbakti,1/7/2026, 07.30.41,0,"Pak Nadiem n bu Franka, percayalah Tuhan tidak Tidur🙏🙏🙏❤️❤️❤️"
achmaddenimaulana,1/7/2026, 07.30.23,0,"Bersandar lah sama Allah jgn sama manusia ☝️"
ilham_thematrix,1/7/2026, 07.30.19,0,"Calon presiden 2034"
puputputruyana,1/7/2026, 07.29.51,0,"Allah tidak tidur,allah maha melihat allah maha penolong semangat bapak doa kami selalu menyertaimu,kalo bapa islam jangan tinggalkan sholat ya pa"
dekoes60,1/7/2026, 07.29.39,0,"Ya Allah Indonesia mengerikan banget"" yang jujur pada masuk penjara"" Astaghfirullah 😢"
sastra_sinaga93,1/7/2026, 07.29.33,0,"Ayo driver gojek maju..kami driver grab mendukung ikut maju 🔥🔥"
atykajest,1/7/2026, 07.29.22,0,"Allahuakbar........."
mega_giantini,1/7/2026, 07.29.17,0,"Hakim nya buta 💔"
tridex27.a,1/7/2026, 07.29.06,0,"Semoga allah menjagamu pak nadiem💔"
mutiahwijilestari,1/7/2026, 07.29.00,0,"Pak @jokowi tolong dong pak kasih kesaksian. Kan waktu itu bapak yg jadi presiden 😭"
edixtriyanto,1/7/2026, 07.28.08,0,"Bang @hotmanparisofficial minta tolong negara ini mau dibawa kemana😢🥀"
achmadjipenk,1/7/2026, 07.27.45,0,"Tenang pak....Masih ada Jokowi"
evasundari99,1/7/2026, 07.27.44,0,"Minta tlng ke Tuhan mu, pak..."
imel_augustina,1/7/2026, 07.27.40,0,"Mintol nya ke Tuhan pak Nadim dia tau siapa yg bersalah atw tidak"
razakthaib_,1/7/2026, 07.27.29,0,"NKRI telah di kuasai koruptor dan mafia, gara2 koruptor dan mafia tidak dapat proyek karna eks mentri Nadim yg Telus jurur tidak bisa pemborosan keuangan RI, lalu koruptor dan mafia akan cari jalan untuk menghapuskan Nadim dari bumi ini lewat Hakim"
asihdias1,1/7/2026, 07.27.29,0,"Allah pak"
patricia_lings,1/7/2026, 07.26.38,0,"Parah banget keadilan negeri ini. Never give up pak Nadiem🥀🙏"
nur_satya526,1/7/2026, 07.26.31,0,"Ya Allah 😢"
b3bby_elo,1/7/2026, 07.26.22,0,"Semoga Allah selalu menjagamu pak🤲"
poetrysmn,1/7/2026, 07.26.18,0,"😢🥀"
dyhaw420,1/7/2026, 07.26.16,0,"Semoga Allah melaknat para pejabat bajingan keparat"
rahmahyuliawati26,1/7/2026, 07.26.13,0,"@dpr_ri @mprgoid @riekediahp teh dimana keadilan negri ni"
werryson,1/7/2026, 07.26.05,0,""
slvidmyntii,1/7/2026, 07.25.44,0,"Negara sakit untuk orang jujur, negara sejahtera untuk orang"" licik💔"
riated,1/7/2026, 07.25.36,0,"Don’t give up, in God all things are possible.  He turns tears into dancing 🙏🙏🙏."
maria.rgg09,1/7/2026, 07.25.27,0,"ya Tuhan tolong berikan pertolonganMu bagi pak Nadiem, selamatkanlah bangsa Indonesia dari era pemerintahan yang ada sekarang ini 😢"
voicegazali,1/7/2026, 07.25.16,0,"Tunggu suatu saat nanti para pemimpin yang merugikan negara masuk bui itupun kalau masih ada Indonesia."
ubay86kedoya,1/7/2026, 07.24.39,0,"Emang sialan pemerintah, gak ada keadilan sama sekali....yg sabar ya pak."
gi_17no,1/7/2026, 07.24.36,0,"Kasian banget ya pa nadiem😢"
pratama_d_key,1/7/2026, 07.24.35,0,""
mardelina.pasaribu,1/7/2026, 07.24.17,0,"😭"
imma_javas_15,1/7/2026, 07.23.39,0,"Hanya Alloh yang maha kuasa pak. Percayalah Gusti mboten Sareh pasti doa bapak dan semua tim bapak insyaalloh akan di jawab tunggu waktunya Aamin"
rinaherlina905,1/7/2026, 07.23.14,0,"Pak, minta tolong sm ALLAHSWT. Kl bapak bersih dn benar, jgn takut sprti tom lambong Krn dia tdk bersalah maka bebaslah dia itu Krn Allah tdk prnh tidur dn smua kejadian ini ats campur tangan Allah."
yuliacahya56,1/7/2026, 07.23.13,0,"Orang kaya dan berpendidikan aja diperlakukan seperti ini. Apalagi org2 bawah 😭. Sehat2 pak nadiem"
ipseu_,1/7/2026, 07.23.05,0,"Semangat pa😭"
rhinotakanpudarmencintaimu,1/7/2026, 07.23.03,0,"Menteri2 pak Jokowi akan mengalami naszib yg sama. Karna telah memiliki keserakahan dan arahan yg salah."
ridhosatriaji,1/7/2026, 07.21.51,0,"PERIKSA JOKOWI !! KENAPA PARA PENEGAK HUKUM GAK MAO PERIKSA JOKOWI ?"
adeeva_rk,1/7/2026, 07.21.21,0,"Pak Nadiem😭😭🥀🥀😭😭😭😭 Allah bersamamu pak"
albaiik_commodity,1/7/2026, 07.20.38,0,"🙏"
asihlestari401,1/7/2026, 07.19.51,0,"Semoga Allah memberikan jln ke adil an buat bpak , manusia sering buta mata ny melihat yg benar mana yg salah pak ,tapi serah kan pada yg kuasa pak , Allah gak tidur dengan perjuangan bpak buat rakyat ny pak , sehat ² selalu panjang umur selalu dlm lindungan Allah amiin 🤲🏻"
endahsetiyani8,1/7/2026, 07.19.33,0,"Minta tolong sama Tuhan Yesus pak NADIEN"
f_eko17,1/7/2026, 07.19.32,0,"maling ya maling aja diem, pnjara seumur hidup aja"
vinchekondoii,1/7/2026, 07.19.32,0,"Pak nadim😭💔"
imankurniawan__,1/7/2026, 07.19.27,0,"Jngan bersandar pada manusia pak"
nurisamudra09,1/7/2026, 07.19.15,0,"Jangan minta Tolong kepada masyarakat (minta tlng kepada Allah swt) kebenaran akan menemukan jalannya"
sultanhasanudiin,1/7/2026, 07.18.57,0,"Ya Alloh"
ikbalmira_13,1/7/2026, 07.18.10,0,"Knp juga masukki dunia politik lebih enak kemarin jdi pengusaha pak, kejammmm"
yuliaya56,1/7/2026, 07.18.09,0,"Keadilan sosial bagi seluruh rakyat Indonesia 💔🥀🥀🥀"
vindriciptahs,1/7/2026, 07.17.32,1,"Rasanya gemes banget pengen bawa kabur pak Nadim"
syae.syae.75098,1/7/2026, 07.17.24,0,"Ya inilah apa yg ditanam dan diperbuat menuai hasilnya ..kalau memang jujur dan  enar gak mungkin Alloh memberikan balasan yg sesuai dg yg dilakukan aelama jadi menteri  sekarang insaflah dan bertobat yg sebenar beanarnya kepada Alloh Swt"
riskyapn_,1/7/2026, 07.17.22,0,"Pak ,BPK msh punya Allah pak ,Allah Tdk TDR pak,Allah tau bpk mampu melewati semua ini pak"
herry84556,1/7/2026, 07.17.16,0,"3"
herry84556,1/7/2026, 07.17.14,0,".,.,."
aftimardika,1/7/2026, 07.17.09,0,"Sangat2 miris 😢"
handrisnugroho,1/7/2026, 07.17.09,0,"Negara yg dikuasai para bedebah"
bung_rd93,1/7/2026, 07.17.08,0,"HARAPAN SATU2 NYA MINTA TOLONG SAMA ALLAH, DAN DUKUNGAN DR  MASYARAKAT SEMOGA MASIH ADA KEADILAN YA PAK🤲🤲🤲"
herry84556,1/7/2026, 07.17.03,0,".."
samsu.lhuda22,1/7/2026, 07.17.01,0,"Bapak kuat tenang pak Allah bersama mu"
hendi2319,1/7/2026, 07.16.58,0,"😂😂1000....1..yg gbdi pada negara..akan mati...itulah kisah yata..di Indonesia 😂😂😂"
lvn_m_rndy,1/7/2026, 07.16.43,0,"Kau kau aku aku"
anastasia_nikensusanti,1/7/2026, 07.16.05,0,"💔"
trie_ummu_gg,1/7/2026, 07.15.59,0,"Peringatan darurat_ hukum Indonesia MATI..JAKSA HAKIM MATI HATI SMOGA AZAB U KEDZOLIMANNYA SEGERA MENDAPAT BALASAN YG SETIMPAL..KLO DI DUNIA BISA PONGAH GAGAH TDK BISA ADIL KELAK PENGADILAN AKHIRAT AKAN MENANTI DAN PASTI MENIMPA PARA ORG2 SAKIT DI DUNIA HUKUM DG AZAB YG SANGAT PWEDDIIHH🥀💔"
ashadasafiqah,1/7/2026, 07.15.45,0,"Allah sebaik² ny pelindung"
nelanirmalaa,1/7/2026, 07.15.39,0,"Buka mata kalian, dunia hanya sementara ,dzalim banget ya Allah 🥹"
tanto_yan1608,1/7/2026, 07.15.37,0,"Seret jokowi"
iinincuz,1/7/2026, 07.15.16,0,"💔💔💔"
aditfrans86,1/7/2026, 07.15.13,0,"Saran yang pinter2 , yang punya duit, para investor jgn di konoha, ngk jelas hukum di konoha…, lebih baik di luar saja krn semua bs di cari2 di buat2 disini, bahkan R&D di konoha bisa di katagorikan merugikan negara."
syae.syae.75098,1/7/2026, 07.15.11,0,"Makanya bila masih punya kekuasaan jangan sewenang wenabg ..sdh banyak yg didapat baru minta tolong ke masyarakat setelah ketahuan..jadi menteri mmerubah mebijakan seenaknya ...sekarang Alloh telah membukakan kebuyukan yg dilakukan"
hadiiip00,1/7/2026, 07.14.59,0,"ngeri ya negara ini siapa yg korupsi siapa yg di penjara siapa, cuci tangannya bersih bgt sampai hakim2nya ikut2an nyuciin tangan yg korupsi."
ratihsalamahh,1/7/2026, 07.14.35,0,"Ngeliatnya ga tega yah... Tp semoga Allah memberikan balasan atas perbuatan semua manusia didunia"
fithrisumarni,1/7/2026, 07.13.57,0,"😢🥀"
afkaaph,1/7/2026, 07.13.24,0,"""Keadilan sosial bagi seluruh rakyat Indonesia"" ternyata kini Pancasila tidak berfungsi lagi🥀. Semoga pak Nadiem bisa diberikan keadilan dan bebas dari penjara, Aminnn 🤲🏻"
lianasdwp,1/7/2026, 07.13.20,0,"Maklum Prabowo sedang liburan ke luar negeri gk bisa bantu"
baanggarini,1/7/2026, 07.13.19,0,"🥀🥀🥀"
shalihin_malik_,1/7/2026, 07.13.12,0,"Sama Jokowi minta tolong yang menjadikan bapak menteri"
pioesiya,1/7/2026, 07.12.59,0,"😢😢😢"
dedijay87,1/7/2026, 07.12.48,0,"Bapak punya Allah yg maha kuasa maha kaya maha adil,,biarkan pengadilan akhirat yg akan menjadi sidang terakhir bagi mereka yg berbuat dzolim,, salah satudoa mustajab adlh doa org yg terdzolimi"
s.ien62,1/7/2026, 07.12.34,0,"Nadiem buka lahan pekerjaan bagi rakyat tapi salah pulo, ba'a nagari iko kini, pusiang ambo. Yg benar jadi salah yg salah jadi benar 😵‍💫😵‍💫😵‍💫 bilo hakim salah si a kan masuakkan ka bui?!?! Hukum alah rusak sadonyo"
flewaulfah,1/7/2026, 07.12.17,0,"Sumpah ga tega pak nadiem sampe dbeginiin banget ,setidaknya dia pernah membuka lapangan untuk ojol ya allah"
s3lvia_112,1/7/2026, 07.12.11,0,"💔💔💔💔"
emans51283,1/7/2026, 07.11.48,1,"Allah sebaik-baik nya penolong... KLO ke manusia2 ujung2 nya pasti kecewa... Semngattt pa"
eghydotnet,1/7/2026, 07.11.45,0,"Pahlawan transportasi kita dikrimininalisasi. Mungkin Pa Nadiem menyesal pernah membantu pemerintah kita dg menjadi pejabat publik. Tapi saya rasa tidak. Yg ia sesali bukan kontribusi yg ia berikan pada negeri ini, tp bui lah yg ia dapatkan. Siapa yg menyesal? Generasai yg akan datang. Putra-putri terbaik kita akan menyesal di awal utk mengabdi pd negeri ini. Krn takut dinadiemkan 🥀💔"
fatima.asafa,1/7/2026, 07.11.21,0,"Siapa yg benar dan salah hanya Allah SWT yg tahu"
dedijay87,1/7/2026, 07.11.13,0,"Jgn berharap sama manusia pak"
irmawulayau96,1/7/2026, 07.10.53,0,"Tuhan akan memberikan yg trbaik utk bpa... kmi sllu mndukung bapa...😭🙏"
hasfaaina,1/7/2026, 07.10.41,0,"kayak memaksakan banhet dendanya...apakah denda 809 buat nambahin modal MBG atau kopdes🙏🙏"
zhuldaengkoro,1/7/2026, 07.10.21,0,"🥀🥀🥀🥀"
marinatrihandayani1,1/7/2026, 07.10.20,0,"🥀💔"
lemarinya.anak2,1/7/2026, 07.09.05,0,"Hasbunallah wani'mal wakil, ni'mal maula wani'man nasir 🤲"
widiatamadudi,1/7/2026, 07.09.05,0,"Maka y jgn korupsi Pak di percaya mendapatkan amanah menjadi pejabat tapi ga bisa di percaya jujur dgn korupsi ya salah Pak"
rozwan_23,1/7/2026, 07.08.18,0,"Rip sila ke 5🥀"
rioand_uuss_sayanggg,1/7/2026, 07.08.16,1,"😢😭😭😭"
ayuyulissn,1/7/2026, 07.08.09,0,"Pak nadiem kami bantu doa di sini ya Pak.. semoga Allah membalas semuanyaaa yg udh fitnah bapak😢🥀 ttp semangat pak😢"
serlynna.21,1/7/2026, 07.08.09,0,"💔"
nisde11,1/7/2026, 07.07.51,0,"Pak kita demo aj pemerintah"
puspianibali,1/7/2026, 07.07.19,0,"🙏🏼🙏🏼🙏🏼❤️❤️💔"
fara16.01,1/7/2026, 07.07.08,0,"percaya lah para penegak hukum (“), kalian bisa berfikir unt bertobat nanti, tapi korban2 yang kalian dzolimi akan tetap meminta pertnggungjawaban di akherat nanti, dan saya salah satu barisan yg pernah terdzolimi 🙂"
enten_miwayanii,1/7/2026, 07.06.15,0,"💔🥀😢"
harlyamos,1/7/2026, 07.06.10,0,"Makanya yg nau mendukung beliau bikin petisi, trs demo besar2an tangkap Jokowi"
_ayuura_ysr_,1/7/2026, 07.06.05,0,"😢🥀"
dessylita_makeup,1/7/2026, 07.05.47,0,"Pak hotman paris bagaimana ini pakk @hotmanparisofficial"
kusuma_diah_ayu_s,1/7/2026, 07.05.40,0,"Rakyat bersama Nadim,, bebaskan Nadim 🔥🔥🔥"
wwahyukurniaa87,1/7/2026, 07.05.12,0,"Hukum jembottt🥀"
rendy_ordayosa,1/7/2026, 07.05.02,0,"Lucu2 yg komen. Udah tau KORUPSI KOOORUUPSI malah dibela🤣🤣 hakim sudah bener🔥🔥🔥✅ udah tau slah masih dibela🐒"
antodua84,1/7/2026, 07.04.57,0,"Semangat pak Nadiem"
octavi4178,1/7/2026, 07.04.46,0,"Org baik jd tersangka😢"
prikitiew.100,1/7/2026, 07.04.38,0,"Bos narkoboy aja mau nebus anak buahnya,,,paham kan 😂"
junaedijuna35,1/7/2026, 07.04.38,0,"masyarakat gojek gada yang bantu?"
robiherdi67,1/7/2026, 07.04.38,0,"Semangat pak Nadiem rakyat selalu bersamamu🔥🔥 allah akan selalu bersama orang orang yang sabar kebenaran pasti terungkap cepat atau lambat. Semangat pak Nadiem"
m_vadil,1/7/2026, 07.04.32,0,"Ijin Bantu Taag Bpk @prabowo @prabowo.gibran2 @gibran_rakabuming @jokowi @sb.yudhoyono @gerindra"
andish1993,1/7/2026, 07.04.10,0,"Penipuan dan korupsi.mutilasi tembak mati"
dogol994,1/7/2026, 07.04.09,0,"Hati2 pak, di belakang bapak ada antek2 jokowi"
afnihasanah0321,1/7/2026, 07.03.52,0,"@prabowo pak saya sebagai anak sekolah dan sebagai rakyat bisa merasakan ini belum adil pak bisakah bapak sekalii sajaa mendengarkannya pak dan bantu menangani ini😭"
polozelo,1/7/2026, 07.03.24,0,"Merdeka"
pengkiaripasmara,1/7/2026, 07.02.41,0,"Allahu sholiala Saidina muhammad waala Saidina muhammad"
kaang_salman,1/7/2026, 07.02.06,0,"Ojol turun demo 🔥"
musrifantri,1/7/2026, 07.01.47,0,"Nadiem tdk bersalah .negaraku yg bersalah ingat"
ruwitaayu,1/7/2026, 07.01.45,0,"Allah SWT selalu bersama.orang jujur... kita sematkan yuk nama pak @nadiemmakarim dalam setiap doa kita..."
grentino_worang,1/7/2026, 07.01.42,0,"Makanya pak kalau jadi menteri pendidikan. Jangan di ubah-ubah untuk usia anak didik masuk SD. Dari saya kecewa pak waktu bapak ubah usia anak masuk SD harus umur 7 tahun. Padahal sebelum nya kalau udah tau membaca dan berhitung suda bisa masuk SD tapi terganjal. Tahun ini anak saya baru masuk SD."
samtasuwarna,1/7/2026, 07.01.17,0,"Jokowiiii"
leeerrrriiiiii,1/7/2026, 07.01.15,0,"Pak:((("
fitriani._nurul_izzati,1/7/2026, 07.01.12,0,"Ya Allah😭😭😭"
musrifantri,1/7/2026, 07.00.59,0,"Prabowo bisa .rakyat bisa"
roses.love1,1/7/2026, 07.00.58,0,"Pak Nadiem, salah satu pejuang rakyat miskin yg membuka peluang kerja bagi Indonesia 🙏"
frase_aditya,1/7/2026, 07.00.58,0,"🥀💔🥀 tolong bapak @hotmanparisofficial @prabowo"
gusgus_id,1/7/2026, 07.00.58,0,"Negara SAKIT😭😭"
fitriafajrin,1/7/2026, 07.00.51,0,"Sebulan lagi bebas pak....dpat remisi di hari kemerdekaan RI...aamiin..."
m.nidaaan,1/7/2026, 07.00.43,0,"💔😭"
ruwitaayu,1/7/2026, 07.00.43,0,"Nenek buyutku pernah bilang... turunanku jangan ada yg jadi hakim...😢"
handa_birekaho,1/7/2026, 07.00.34,0,"Bapa keluar ke negera lain aja..negara ini udah ga ada artinya 😢"
yoitsmefunny,1/7/2026, 07.00.25,0,"Siapa sih yg jahatin dia ini sebenernya ? Omg.... Sedih bgt 😭😭😭"
fdwijaya,1/7/2026, 07.00.22,0,"Doa dan harapan terbaik 🙏🤲"
hendriyadi_123,1/7/2026, 07.00.18,0,"Rip hukum negara Indonesia💔🥀"
sarirotijogja,1/7/2026, 06.59.45,0,"Ya Allah....💔💔💔"
nanismp3,1/7/2026, 06.59.32,0,"Ya Alloh selamat kan pak Nadiem 🤲"
inayahhoel07,1/7/2026, 06.59.22,0,"YaaAllah nyesek 😭😭"
bmc9936,1/7/2026, 06.59.22,0,"Dari kasus ini kita belajar.jangan pernah mendukung ke dzoliman,karna apa karna suatu saat kedzolimin itu akan menyerang kita sendiri."
ze.n_xx,1/7/2026, 06.59.13,1,"Jilat wowo bang. Auto bebas"
