username,timestamp,likes,komentar
hi_riz9,1/7/2026, 11.51.37,0,"Dia yang punya duit banyak di permainkan soal keadilan nya, apa lagi masyarakat umum"
tejo_sudrajat,1/7/2026, 11.50.46,0,"Selagi Para Koruptor tidak Di Hukum Mati Maka Bakal Ada Tumbal"" para koruptor di Lain Hari"
ivanne21st,1/7/2026, 11.50.31,0,"Justice for Nadiem"
verigood87,1/7/2026, 11.48.57,0,"Pejabat Indo tidak ada yg di takutin Tuhan aja di lawan sama pejabat"
marzelahidayani,1/7/2026, 11.48.28,0,"Indonesia isinya preman semua... Ya Allah lungsurkan rezim dzolim ini d negara Indonesia ya allah"
fadrilyusuf,1/7/2026, 11.48.19,0,"Hukum diobok2 Raja Jawa bapaknya Fufufafa... Jadi kalian yang masih ingin melihat Indonesia lebih baik, ngerti kan 2029 harus ngapain?"
nan16_16,1/7/2026, 11.48.15,0,"Nyesek banget nadhim ya,, bener"" di fitnah."
hanns.surya,1/7/2026, 11.48.12,0,"Parahnya lagi, udah jelas² si mulyono di sebut berkali² tapi ga pernah di panggil ke sidang, kebal hukum amat ya tuh orang, ajaib 😂😂😂"
verigood87,1/7/2026, 11.47.44,0,"Nasi sudah jadi bubur...sudah enak punya ojek online malah di tinggal...malah tergiyur sama ajakan janji jabatan"
thecams99,1/7/2026, 11.47.28,0,"@psi_id 🥀"
jidixvnc,1/7/2026, 11.47.25,0,"Kuat kuat mas nadim..."
badri1935,1/7/2026, 11.47.20,0,"Alloh  SWT penolong hambanya yg mau minta tolong kepadaNYA"
ade_kerencoy,1/7/2026, 11.46.15,0,"Yang bertentangan dng negara akan bernasib spt nadim..Tampa bukti yg jlz menandakan hukum sudah mati.. IHSG dan dollar kembali merosot padahal suku bungga sudah dinaikan BI sampe 3x"
syowell09,1/7/2026, 11.46.07,0,"Boleh diinget ga muka pak hakimnya?"
r_yhana,1/7/2026, 11.45.44,0,"😭😭"
masyusufmahendra,1/7/2026, 11.45.32,0,"Ini  chromebook...buka guru...bamyak chromebook rusak...gak kepakai...harus pakai internet..."
fds.bobb_,1/7/2026, 11.45.18,0,"Ini indonesia tidak ada kata adil yang kuat yang berkuasa yang lemah akan ditindas🔥🔥"
streetfire70,1/7/2026, 11.45.13,0,"Minta tolong itu sama Tuhan Jgn sama manusia Nadiem"
kusen_upvc_almunium,1/7/2026, 11.45.05,0,"Bisa nya cuman nangkap rating akar nya di biarkan iklan spam situs judol makin meraja rela huu hukum bobrok"
shintarini83,1/7/2026, 11.45.01,0,"😢😢"
chaca_wardhana,1/7/2026, 11.44.40,0,"Tuhan Pak... Do'a kan KHUSNULKHOTIMAH.. Pejabat yang tidak Amanah dan Jujur.. 🔥🔥🔥🔥🔥"
mufaroha9294,1/7/2026, 11.44.37,0,"Ngeri hakimnyee tunggu pertanggung jawaban akhirat nnti"
jry____05,1/7/2026, 11.44.35,0,"apa si masalah nya"
kusen_upvc_almunium,1/7/2026, 11.44.34,0,"Ko bisa yah jadi tumbal padahal pelaku Koruptor asli nya malah di lindingi  di jaga  lasian di negara Indonesia begitu banyak peran pengganti dan dijadikan kambing hitan"
benateague,1/7/2026, 11.44.24,0,"Jokowi periksa"
billi_billiyanto,1/7/2026, 11.44.20,0,"Minta tolong ke Samsung noh.. Bos lu..."
andimn8,1/7/2026, 11.44.18,0,"🥀 Sabar dan semangat pak Semoga mereka di balas dengan yg setimpal dengan vonis yg gk adil ini 💔"
eqstwn191,1/7/2026, 11.44.10,0,"🥀 Rip indonesia"
imarohmatun,1/7/2026, 11.44.03,0,"💔💔💔💔🥀🥀🥀"
cucigudanggg.id,1/7/2026, 11.43.15,0,""
irpanmubarok2,1/7/2026, 11.43.11,0,"Parah banget era prabowi ini, bkan hanya guru yg d miskinkan tp langsung mantan mentri pendidikannya"
devidesember,1/7/2026, 11.43.00,0,"💔💔"
inessetiviani0997,1/7/2026, 11.42.28,0,"Masyarakat  bisa bantu apa pak nadiem selain berdoa😭 💔"
yudhakhan6,1/7/2026, 11.42.21,0,"Makanya bos ..anda pinter dan kapasitas anda jauh atas Jokowi...Jokowi anda percaya ...."
batutarigankeyboard,1/7/2026, 11.42.12,0,"Sabar pak….serah kan kepada TUHAN….kalau memang bapak tidak bersalah .. aku yakin TUHAN tidak tidur dan pasti memberikan yang terbaik untuk bapak…semangat 🙏"
afajris_,1/7/2026, 11.41.23,0,"Gaada bukti² kalo beliau bersalah, semua dugaan juga ga kebukti. Lantas apa yg membuat beliau pada akhirnya tetap divonis penjara? What what an jir!"
suhendar_150,1/7/2026, 11.40.58,0,"Yang saya sesalkan dari dulu anda sudah jadi pebisnis,jadi CEO gojek,kenapa tergiur masuk lingkaran pemerintahan😔"
ferianidayasuci,1/7/2026, 11.40.48,0,"😭"
jalutaufik,1/7/2026, 11.40.44,0,"Masyarakat bersatu mendingan bubar atau pindah warga negara indonesia kalau selagi pemimpin nya sakit pemerintah sakit negara sakit ga bisa berbuat apa apa ... yang sabar pak nadiem , sebentar lagi negara ini bisa bubar"
wahyuagus964,1/7/2026, 11.40.40,0,"Nepalkan hakim dan JPU nya ..rampas harta hasil korupsinya...."
andriiiii_s,1/7/2026, 11.40.39,0,"Terus yang korupsi siapa?"
elfridahehanussamolle,1/7/2026, 11.40.20,0,"😭😭😭😭💔💔💔💔💔"
nuradhimah_dhim,1/7/2026, 11.40.04,0,"Yaa Allah 😭😭"
afajris_,1/7/2026, 11.39.55,0,"😭🥀💔"
suniabygail,1/7/2026, 11.39.55,0,"🥀🥀🥀"
aamaliyah_11,1/7/2026, 11.39.31,0,"Qobulkan doa pak Nadiem ya Allah beri balasan nyata buat orang yang melaporkan pak Nadiem aamiin 😭😭 Angkat derajat pak Nadim 🤲"
adioctaybs,1/7/2026, 11.39.20,0,"ke bos negara,rakyat"
itayulicantika,1/7/2026, 11.37.22,0,"Seperti kata Ali Bin Abi Thalib: KEBAIKAN AKAN KALAH DENGAN KEJAHATAN YANG TERORGANISIR."
java_ana,1/7/2026, 11.36.50,0,"😭😭😭💔💔"
leomama990,1/7/2026, 11.36.49,0,"Minta tolong ke Allah swt pak"
aby_nadihayat,1/7/2026, 11.36.47,0,"Doa kami menyertaimu...semoga kebenaran kana selalu terungkap!amin"
haneztha.djokdja,1/7/2026, 11.36.39,1,"Aq pikir kalau orang kaya dan punya koneksi udah pasti aman. Ternyata ada juga yg dijadikan tumbal ya,,, kejamnya politik"
awall_yuhuu,1/7/2026, 11.36.34,0,"Ini orang pinter aja gak ada ke adilan, apalagi orang yg jauh dari dia 😢🥀💔😭"
shinta_sirait,1/7/2026, 11.36.03,0,"🥀"
watisuratik,1/7/2026, 11.36.01,0,"Pak biasanya org baik kalah diawal tp menang dgn lindungan alah krm pasti dtg"
dewiku_pratanto,1/7/2026, 11.35.48,0,"Mendingan gausah tergiur jabatan pak...lebih baik dulu tetep urusin gojek yg pertama kali ada di indonesia makin maju dan membawa dampak yg baik buat negara ini. Klo jadi pejabat bgini inilah bisa maaf dijadikan tumbal kekuasaan...Semoga Allah selalu melindungi kita semua dari kehancuran negara ini scara perlahan. Sedihhhh semakin susah kehidupan ini semua serba mahal tapi pendapatan makin susah.  Maafkan klo salah dalam penyampaian...God spirit buat pakNadiem dan keluarga Aamiin🤲🤲"
pilpul14,1/7/2026, 11.35.37,0,"Minta tolong ke tuhan"
itayulicantika,1/7/2026, 11.35.11,0,"Tidakkah takut para hakim2 itu?? Sudah tua,,, ud dekat usia 60th banyak2 ibadah, tobat dan jujur adil bapak2 dan ibu2 di Kehakiman. Rasul Muhammad meninggal usia 63 thn. Ya rata2 umatnya Rasulullah mendekati usia angka 60 jgn neko2. Cuma ngingetin sj. Krn dampak ketidakadilan itu nyata sakit dan dzalim"
geksuan1976,1/7/2026, 11.34.50,0,"🔥🔥🔥"
ris_boruniraja_tambunan,1/7/2026, 11.34.19,0,"💔💔💔"
l13y3n,1/7/2026, 11.34.00,0,"Semoga Tuhan memberikan keadilan secepatnya. Ingat kasus Ahok mendapat hukuman apa dari Tuhan. Jgn sampe Tuhan yang turun tangan 🙏🙏"
dewi_nurulsari,1/7/2026, 11.33.47,0,"💔💔"
husni_34386,1/7/2026, 11.33.40,0,"nunggu amnesti dari presiden baru, yu cukup satu periode aja si bowo dan kroninya klo terusin negara bisa gila, ini bukan soal nadiem semata tapi kritik masyarakat ke pemerintah tidak ada artinya padahal menteri ni niatnya baik untuk kemajuan teknologi digital di dunia pendidikan, mending balik aja ke startup aplikasi daring pak nadiem sibuk berbisnis aja walaupun kondisi sekarang semua investor luar rugi klo masuk ke indonesia"
sparkling15040,1/7/2026, 11.33.27,0,"Ya jangan minta tolong lah, jalani hukuman dong"
zz_o_e_ll,1/7/2026, 11.32.46,1,"Aahh.. Masyarakat hanya bisa melihat dan mendengar..!! Kami hanya jago disosmed pak.. Sebetulnya kami juga penakut..ga kaya dinegara yg rakyatnya berani jadi Sniper!! 🙏"
riyantodimejat88,1/7/2026, 11.32.13,0,"😢"
bakmibangkabig,1/7/2026, 11.31.54,0,"Pak jija bapa benar merasa  dikorbankan terima saja mungkin nantu  semesta yg  akan membalasnya kareba karma tak akan bisa dicegah sekalipun mereka2 berlindung di balik jubah Ketuhanan .."
wenyws520,1/7/2026, 11.31.50,0,"Percuma berbuat baik utk sesuatu yg tidak bisa menghargai kita pak,,"
eqasariwjaya,1/7/2026, 11.31.34,0,"😢😢kasian bgt ya Allah 😭udah dihukum dirampok pula astagfirullah... sing sabar ya pak... 😢"
umar_eco,1/7/2026, 11.31.32,0,"Rakyat ayo"
mieke_eza,1/7/2026, 11.30.35,0,"Sehat² pak nadim....."
nunungiswant,1/7/2026, 11.30.20,0,"Pak, kebenaran ada artinya dalam negara ini, tapi 1 dibanding seribu.... Ya allah ngerinya ya allah"
walid.ansori6,1/7/2026, 11.30.16,0,"🥀🥀"
shintamartini73,1/7/2026, 11.29.42,0,"Pak nadim udh enak aman dulu pas jd pengusaha gojek , knp pak malah tergiur jd mentri ..😢"
cuenk0909,1/7/2026, 11.29.26,0,"Emang sudah kagak bener hukum di negeri ini...ngaco parah!!!"
dna.dikri,1/7/2026, 11.29.22,0,"Kenapa banyak bgt yg bela koruptor ini ? Divonis brrti memang ada bukti di persidangan kan? Knp pd bilang kalo ini bentuk kriminalisasi, apa gunanya negara kriminalisasi nadiem guys?"
nainggolan_yos,1/7/2026, 11.29.19,0,"@prabowo"
momy_juna,1/7/2026, 11.28.51,0,"🥀🥀🥀🥀🥀🥀"
said.hataa,1/7/2026, 11.28.33,0,"💔💔"
ikhwananugrah_motor,1/7/2026, 11.28.15,0,"🥀🥀🥀💔"
sumarketutsumarta,1/7/2026, 11.28.14,0,"Tetep hrs berjalan & hukum hrs berjalan kalau udah terbukti korupsi"
tutiherdianto_sayang,1/7/2026, 11.28.10,0,"😭😭😭😭Miris"
wahyusetyaningsih16,1/7/2026, 11.27.21,0,"Hanya Allah yang bisa tolong bapak....serahkan semuanya hanya kepada Allah....pasti segera akan selesai segala urusan yang dholim pasti kena azab dunia dan akhirat. Allah tidak tidur pak..😢"
nhsinaga06_,1/7/2026, 11.26.55,0,"Netizen tolongin😢"
aloy7148,1/7/2026, 11.26.53,0,"Sulit membayangkan yg satu bilang tidak ada korupsi tapi yg lain bilang ada korupsi🙏"
louis_ngongo78,1/7/2026, 11.26.42,0,"Bang Nadiem kami mendukungmu"
mas.chatur,1/7/2026, 11.25.34,0,"HASBUNALLAH...🤍"
madmubin,1/7/2026, 11.25.28,0,"Bener pak, negara udah ga ada yg bisa diharapkan. Orang baik pasti dipersulit."
m9is.__,1/7/2026, 11.25.21,0,"Negara udh bgini miris bgtt 😢"
annisavln_,1/7/2026, 11.24.56,0,"😢🥀"
viesupiani3,1/7/2026, 11.24.31,0,"Allah tunjukan lah orang yg SDH dzolim pada beliau🤲PK Nadiem...hukum para hakim yg dzolim jg ya Allah...karena hanya Allah yg maha Adil🤲🤲🤲"
ira.maya.123,1/7/2026, 11.23.55,0,"Ikutan sedih💔😭😭😭😭😭"
risnaputriana,1/7/2026, 11.23.38,0,"Ga ngerti prtamanya gmn😢😢"
mrbond993,1/7/2026, 11.23.37,0,"Mas Nadim sabar ya.. Tuhan sebentar lagi akan memberikan keindahan dlm keadilan dan kebebasan yg di hendaki oleh anda dan masyarakat Indonesia.. Gusti ora sare mas 😢😢🙏"
siauw_yung,1/7/2026, 11.23.31,0,"Pak Nadiem ada dalam doa syafaat saya. Tuhan pasti buktikan kesetiaan dan pembelaan Nya untuk Pak Nadiem. Sebab bagi Tuhan tidak ada perkara yang tersembunyi dan Dia akan menyatakan mujizat pertolonganNya tepat pada waktuNya"
dadantejo001,1/7/2026, 11.23.25,0,"Doa untuk mu pa nadiem neraka buat yg dzalim"
chouliez26,1/7/2026, 11.23.18,0,"sepertinya beliau dijadikan tumbal saja oleh beberapa orang"
ranaskano_family,1/7/2026, 11.22.55,0,"Jangan mau kena sendiri pak...kalo ada yg oknum yg sengaja bikin bapak terpenjarakan ..bersuara pak"
di3go_tristan,1/7/2026, 11.22.23,0,"Miris banget hukum negri ini"
rusmanadadang1961,1/7/2026, 11.22.16,0,"Hakim yg disogok dan yg menyogoknya adalah manusia yg sangat dirindukan neraka jahanam"
devanichandra,1/7/2026, 11.22.06,0,"😢😢"
bengkellastapanuli,1/7/2026, 11.21.34,0,"Gpp pak Karim nanti semua pasti dihukum,kl mmg mrk para penegak hukum bermain dgn penderitaan org lain"
putribintisupardi,1/7/2026, 11.21.24,0,"Pak nadiem, semoga Allah segera memberi keadilan kepada mu pak ...yg kuat ya pak..."
hendriktobing54,1/7/2026, 11.21.15,0,"Semangat pak,,,🙏"
affan.amiruddin,1/7/2026, 11.21.08,0,"Kalo terus di biarkan hal2 seperti ini lama2 Indonesia hancur. Pemerintah sudah tidak jelas arahnya kemana. Mahasiswa demo tidak di dengar. Tinggal masyarakat sekarang harus bergerak. Bangkit melawan atau tunduk di tindas."
luckuly1945,1/7/2026, 11.20.48,0,"Republik carut marut🥀🥀"
merrynewman,1/7/2026, 11.20.26,0,"Never give up,  justice"
nugrohodody_,1/7/2026, 11.19.24,0,"Betapa bobroknya Indonesia"
abdul_cho,1/7/2026, 11.19.05,0,"💔🥀"
amiisngnr,1/7/2026, 11.19.01,0,"💔💔💔"
endys80,1/7/2026, 11.18.35,0,"Ajukan Banding pak!!!"
esserut.id,1/7/2026, 11.18.33,0,"Baca komen ngakak parah, yg bela Nadim Krn benci Mulyono, yg nyalahin Nadim di sangka ternak Mulyono. 😂 Padahal keduanya salah. Nadim kenapa mau gabung di politik ? Klo Uda mau jd pesuruh presiden ya tau kan konsekuensi nya. Jd keduanya salah itu di mata hukum. Lagian di zaman Nadim saat Mentri kurikulum pendidikan hancur."
elsa_syahfitris,1/7/2026, 11.18.23,0,"Pak Hakim dkk butuh duit berapa. Biar kami netizen beli siap donasi buat pak nadiem"
hasby_ash_shidieq_195,1/7/2026, 11.17.46,0,"Dari Kejadian pak Nadim gw belajar, Jadi Warga Indonesia yg Baik dan Berbakti kepada Negara Belum Tentu di HARGAI pejabar² Negaranya 🥀🥀🥀🥀🥀"
vero98882,1/7/2026, 11.17.26,0,"🥀"
dalle_karro,1/7/2026, 11.17.18,0,"Sorry pak... Kebenaran tidak ada artinya di Indonesia, kesalahan terbesar Bapak adalah menjadi menteri di negara ini...."
sobirin_pabaso,1/7/2026, 11.17.13,2,"Kepada Allah sebaik2 meminta pertolongan pak Menteri"
melia.putri29,1/7/2026, 11.15.49,0,"😭😭"
sherlyrenurth0708,1/7/2026, 11.15.30,0,"RIP SILA KE 5 ,DARI PANCASILA🥀🥀🥀"
dudsyamsudin,1/7/2026, 11.15.14,0,"Up #viral"
juliharrier,1/7/2026, 11.14.57,0,"Aruh .pusing dah kalau gini,bingung"
diirfan,1/7/2026, 11.14.57,0,"Pak @prabowo"
wahyu.wiyono.7146,1/7/2026, 11.14.52,1,"Mati aja biar ngak banyak keturunan mu!"
tehnining782,1/7/2026, 11.14.45,0,"Hasbunallahu WA nikmal wakil"
tiar317,1/7/2026, 11.14.13,0,"Hakim pasti ada yang setir"
murdiono007,1/7/2026, 11.14.04,0,"Berdoa aja ya Allah semoga gedung DPR di bawah tanah nya terdapat Sinkhole biar kesedot gedung nya ke dalam tanah bersama wakil rakyat nya yang ga pernah mewakili rakyat Aamiin🤲"
rudy_sajabro,1/7/2026, 11.14.02,0,"Surati rakyat nepal pak, kyknya perlu dipinjam sementara."
89amelemylia,1/7/2026, 11.14.01,0,"bikin donasi bantu pak nasdem😭😭"
eka.tresnawati61,1/7/2026, 11.13.43,0,"Bapak, dia yg didzalimi menembus langit pak. Kami tahu engkau orang yg jujur, begitu besar jasamu karena telah membuka lowongan pekerjaan bagi ribuan bahkan mungkin jutaan orang."
desy_tianstiva,1/7/2026, 11.13.20,0,"Semangat pak"
yugo_r3,1/7/2026, 11.12.38,0,"Jokwi mane siii"
piongaming2021,1/7/2026, 11.12.33,0,"Si hakim beserta kroni"" nya dipikir usianya bakal panjang kali ya 👹"
fahrimamonto22,1/7/2026, 11.12.26,0,"Dari kasusu ini, Pasti akan banyak orang yg tidak mau lagi terlibat dalam sistem Pemerintahan 💔🥀 dan saya salah satunya🙏"
pecinta__rasulullahsaw,1/7/2026, 11.12.24,0,"REVOLUSI AKHLAK !"
bapakyonomalang,1/7/2026, 11.11.58,0,"Masyarakat seluruh Indonesia mendoakan semoga Bpk nadim di lindungi oleh Alloh semoga hakim serta pemerintah di musnakan dari muka bumi oleh Alloh"
harri.ora.et.labora,1/7/2026, 11.11.46,0,"Kunci dari semuanya adalah rakyat harus/wajib bisa memantau, mengendalikan, mengevaluasi algoritma perhitungan digital sistem di lembaga KPU/KPU-D. Untuk mencegah kecurangan/praktik jual beli suara. Karena formulir C-1, plano dll (manual) diabaikan, walaupun ada masalah, ada kemungkinan tak pernah diselesaikan secara baik dan adil. Cek verifikasi dengan jujur dokumen para calon jongos rakyat. Serta juga pantau aliran dana yang masuk ke rekening para pegawai pemilihan, baik secara digital dan tunai. Mengutip Rocky G, urutan mengukur uji calon pejabat : 1. Etikabilitas 2. Intelektualitas 3. Elektabilitas"
harri.ora.et.labora,1/7/2026, 11.11.33,0,"Berdasarkan hasil Perubahan Ketiga UUD 1945, teks lengkap Pasal 6 ayat (1) berbunyi sebagai berikut:""Calon Presiden dan calon Wakil Presiden harus seorang warga negara Indonesia sejak kelahirannya dan tidak pernah menerima kewarganegaraan lain karena kehendaknya sendiri, tidak pernah mengkhianati negara, serta mampu secara rohani dan jasmani untuk melaksanakan tugas dan kewajiban sebagai Presiden dan Wakil Presiden."" Nah, kalau di negri Konoha : Presiden dan Wapres terduga sudah tidak layak. Presidennya Konoha dan para pendukungnya, terduga sudah kena Alzheimer dan terduga masuk kategori BOTI dan juga terduga sakit kejiwaan NPD. Nah, untuk Wapresnya Konoha terlihat juga belum dewasa secara mental dan diragukan kualitas IQ-nya."
fransisca_rfl,1/7/2026, 11.11.17,0,"Tuhan menolong, Amin 😢😇"
kasave354313,1/7/2026, 11.11.17,0,"Udh bener pengacaranya Hotman Paris,eh malah diganti😂"
joeringgo2026,1/7/2026, 11.11.14,0,"Pak @prabowo @komnas.ham tolong lah jangan biarkan ketidakadilan"
luciababay,1/7/2026, 11.11.13,0,"Masihkah kita percaya hukum di negeri ini????"
ekydramadhan,1/7/2026, 11.11.09,0,"NEGARA MACAM APA INI🥀"
dzafranpasha19,1/7/2026, 11.11.08,0,"Sang pencipta sebut dong pak , masa lupa .. Nanti cemburu loh .. Sy percaya pak nadiem tidak bersalah sama sekali semoga Allah memberikan jalan keluar terbaik aamiin"
ghurindam,1/7/2026, 11.10.42,0,"Loe sih udah enak enak pegang gojek malahjadi menteri itu jebakan x"
ferdijaya93,1/7/2026, 11.10.31,0,"AYOLAH DeMo. Bebaskan Mas Nadiem"
chiwazatira,1/7/2026, 11.09.58,0,"Bisa tidur ngk BPK hakim,, bnyk pun duit kalian ngk akan buat kalian tidur nyenyak,,bygkn kalian di akhirat akan d siksa"
puanswarnabhumi,1/7/2026, 11.09.15,0,"Hakimnya kenapa ya pada cept2 kabur❓"
arief_crept,1/7/2026, 11.09.10,0,"😢"
firdauslaili,1/7/2026, 11.08.40,0,"Ngadu ke Allah mas nadiem"
bloomintoann,1/7/2026, 11.08.38,0,"Mulyono anj"
ichsan_2.9,1/7/2026, 11.08.34,0,"Salahnya anda dulu, sudah enak di Gojek, malah mau berpolitik..."
aripaan,1/7/2026, 11.08.28,1,"Itu Hakimnya Siksa Diakhirat gausah ditanya lagi MENYALA SELURUH BADANYA"
tatarataraaa,1/7/2026, 11.08.27,0,"Mr nadiem sorry for this 🥀 Gojek 2015 sudah mengubah sektor ekonomi Indonesia. Mgkn sebaiknya wkt itu Mr Nadiem move to another country, krn Indo blm siap dg karya anak bangsa"
ade_iwk,1/7/2026, 11.08.14,0,"Siapa yg nyuruh…?? Siapa presidenx…?? Knp tdk pernah d hadirkan sebagai saksi d persidangan…!!  Alasan kondisi fisikx tidak kuat… Taaaiiiii  Buat laporan kehilangan ijazah bisa….  Pergi k lampung dgn gajah kebanggaanx bisa….  Ntr ujung2x buat statement, ITU ATAS PERINTAH SAYA…!!!!  Negara Macam Apa ini…?? D atas presiden msh ada jabatan tertinggi yaitu MANTAN PRESIDEN"
riduan_ashar_kenan,1/7/2026, 11.08.13,1,"TIDAK ADA KEADILAN DI NEGARA INI PEJABAT PEJABAT NYA ITU DAJJAL BERWUJUD MANUSIA BERKESING MANUSIA"
aina.noerul,1/7/2026, 11.06.47,0,"indonesia gk baik baik sgguhnya kita di jajah 😢🥀"
fedifarel,1/7/2026, 11.06.32,0,"Ojol indonesia waktunya bergerak , penegak hukum yg handle kasus ini hrs d nepal kan ,  dr raut wajah nya & bicaranya pak nadim orang baik,  utk hakim yg memvonis orang baik ini,  kita liat ybs & keluarga  nya,  tunggu wkt nya semesta membalas jauh lebih pedih lagi,  smg pak nadim & kel Allah kasih kekuatan , Aminn"
dwiyanipermana,1/7/2026, 11.05.53,0,"Allah akan menolongmu pak, percayalah kejahatan mereka akan terbongkar dgn sendirinya. Semoga bpk segera Allah bebaskan."
rfffff____,1/7/2026, 11.05.41,0,"Nggak tau mau minta tolong ke siapa soalnya pelakunya yg bikin peraturan itu sndiri"
dhe.ry20,1/7/2026, 11.05.25,0,"Efek gaji hakim naik 300%"
rhmwt_0318,1/7/2026, 11.05.10,0,"@prabowo @gibran_rakabuming @teddy_hq"
cheetah.8087114,1/7/2026, 11.05.02,0,"karna Mulyono adalah raja😂"
chusen111,1/7/2026, 11.04.43,0,"Mengapa kamu tidak mau berperang di jalan Allah dan (membela) orang-orang yang lemah baik laki-laki, perempuan-perempuan maupun anak-anak yang semuanya berdoa: 'Ya Tuhan kami, keluarkanlah kami dari negeri ini yang zalim penduduknya dan berilah kami pelindung dari sisi Engkau, dan berilah kami penolong dari sisi Engkau!'""  QS. Annisa : 75"
putty.cw,1/7/2026, 11.04.14,0,"Yg masuk cuman nadim aja? Tim2nya semua apa ga kena juga? 🤔 teruss yg approve kebijakannya apa ga kena juga?"
jhonboys69,1/7/2026, 11.04.07,0,"😂 Indonesia hebaat"
bundanakenzie,1/7/2026, 11.04.06,0,"😢💔💔"
anita_avianto,1/7/2026, 11.04.03,0,"Kita smua sdh sama2 tau kebenarannya, kita smua tau seperti apa para pejabat dan pemimpin kita saat ini, kita harus yakin ada Allah diatas segala2nya , kita harus yakin  ada pengadilan  Allah yg maha tinggi, mari kita smua berdoa smoga Allah memberikan  hukuman kpd orang2 berkuasa yg berbuat zolim, aamiin 🤲"
julisaswinda67,1/7/2026, 11.03.49,0,"Nyesek lihatnya.... Semoga keadilan akan terbuka suatu saat nanti.... Tetap semangat n terus berjuang Pak Nadin...doa rakyat yg berpihak kpdmu akan terus mendoakanmu...."
julia.tanian,1/7/2026, 11.03.36,0,"Pak Hakim tegakan keadilan jangan menekan  danhukum orang yg tak bersalah ..pak Hakim masih ada Tuhan 🙏masih punya keluarga karma dosa bencana sangat menakutkan 😢"
arlysumerah,1/7/2026, 11.02.52,0,"Hukum Konoha memang miris banget🤦‍♂️🤦‍♂️"
lebay.03,1/7/2026, 11.02.42,0,"Minta tolong ke MAHA PENOLONG, sebab DIA lah sebenar benarnya PENOLONG"
20wan.1994,1/7/2026, 11.02.42,0,"Demo ✊"
andri_zhang,1/7/2026, 11.02.33,0,"semoga hakim dan keluarga terkena penyakit kritis dan kecelakaan naass, mari semua masyarakat doakan..... Amin... pasti manjur doa org terzolimi..."
fitriani_lsm,1/7/2026, 11.02.21,0,"Banyak jasa pak Nadiem..beliau yg berjasa memperbaiki pendidikan kita aja diperlakukan begitu di negeri ini..pak presiden Prabowo negeri kita darurat lembaga peradilan yg jujur dan kapabel"
nothinkness18,1/7/2026, 11.02.07,0,"🥀"
indaahratu25,1/7/2026, 11.02.05,0,"Sabar bapak Nadiem , fix bapak² hakim itu di suap"
nothinkness18,1/7/2026, 11.01.59,0,"Hukum pesanan"
lv.dmy,1/7/2026, 11.01.54,0,"Miris banget 😭😭"
engeneee707,1/7/2026, 11.01.50,0,"@prabowo"
kha.kandaa_,1/7/2026, 11.01.50,0,"🥀🥀🥀"
ira_rahmaniaa,1/7/2026, 11.01.45,0,"Ko aku sedih yaa 😢"
engeneee707,1/7/2026, 11.01.34,0,"Demi ga sih"
engeneee707,1/7/2026, 11.01.23,0,"😭😭😭"
indah_rayaa,1/7/2026, 11.01.22,0,"Hasbunallah wa nikmal  wakil"
mmakening,1/7/2026, 11.01.18,0,"RIP4justice💔"
shintadewi.12,1/7/2026, 11.00.57,0,"🥀🥀🥀🥀"
fitriani_lsm,1/7/2026, 11.00.56,0,"Setingkat menteri aja begitu apalagi kita yg orang kecil..nah gimana rakyat bisa percaya lembaga peradilan kita"
law_liet1710,1/7/2026, 11.00.56,0,"Kapan ada agenda gulingkan pemerintah? Kapan rakyat bersatu?"
fitriani_lsm,1/7/2026, 11.00.13,0,"Allah maha melihat dan maha mendengar diem.."
chandrahastian,1/7/2026, 10.59.57,0,"Jangan berharap pada manusia bossskuuu.... Tundukan kepalamu dalam sejadah,serahkan semuanya kepada beliau yang maha segalanya....@nadiem_makarim__"
fadli_ojoldepok,1/7/2026, 10.59.53,0,"Yg dilawan pa nadiem mafia kelas kakap yg udh berakar. Cuma mukzijat dr allah swt yg bisa membebaskan pa nadiem. Doa sy semoga allah swt kasih azab bwat orang2 yg sudah menzolimi pa nadiem."
fitriani_lsm,1/7/2026, 10.59.51,0,"Coba lihat sekaliber Nadiem aja gimana perlakuan keadilan di negeri ini ..semoga presiden kita segera membereskan lembaga peradilan kita"
poppiwidia,1/7/2026, 10.59.46,0,"💔"
may196004,1/7/2026, 10.59.29,0,"Negeri sakit"
ikrhawardhani,1/7/2026, 10.59.12,0,"Pak Nadiem terima kasih atas dedikasinya, Alhamdulillah sudah berjalan 2 tahun saya mendapatkan sertifikasi 🙏"
brayenardan,1/7/2026, 10.59.06,0,"Kebenaran di negara ini ada di mna"" hanya sja tiba"" tidak ada harganya  dan lebih banyak di pertontonkan oleh penegak hukum. Kita harus sadar orang yg punya hak yg besar untuk bersuara saja kalah apa lagi rakyat biasa... 1 manusia di negara ini  yg masi lolos mengatakan kebenaran cmn pak rg"
kikisyhftrr,1/7/2026, 10.58.50,0,"@prabowo @gibran_rakabuming @presidenrepublikindonesia"
riamaryani4782,1/7/2026, 10.58.43,0,"Allah ga tidur kebenaran akan mencari jalan nya"
aniez_abdiatun09,1/7/2026, 10.58.24,0,"Kebenaran akan terungkap pak"
